,Experiment,Treatment,fips,State
883,"('TxT', 1923)",0,48207,Texas
884,"('TxT', 1923)",0,48207,Texas
885,"('TxT', 1923)",0,48253,Texas
886,"('TxT', 1923)",0,48169,Texas
887,"('TxT', 1923)",0,48305,Texas
888,"('TxT', 1923)",0,48107,Texas
889,"('TxT', 1923)",0,48125,Texas
890,"('TxT', 1923)",0,48437,Texas
891,"('TxT', 1923)",0,48375,Texas
892,"('TxT', 1923)",0,48011,Texas
893,"('TxT', 1923)",0,48191,Texas
894,"('TxT', 1923)",0,48197,Texas
895,"('TxT', 1923)",0,48487,Texas
896,"('UTxA', 1881)",1,48453,Texas
897,"('UTxA', 1881)",0,48423,Texas
898,"('UTxA', 1881)",0,48221,Texas
899,"('UTxA', 1881)",0,48251,Texas
900,"('UTxA', 1881)",0,48251,Texas
901,"('UTxA', 1881)",0,48281,Texas
902,"('UTxA', 1881)",0,48321,Texas
903,"('UTxA', 1881)",0,48309,Texas
904,"('UTxA', 1881)",0,48333,Texas
905,"('UTxA', 1881)",0,48417,Texas
906,"('UTxA', 1881)",0,48503,Texas
907,"('UTxMB', 1881)",1,48167,Texas
908,"('UTxMB', 1881)",0,48201,Texas
909,"('USAFA', 1954)",1,8041,Colorado
910,"('USAFA', 1954)",0,17119,Illinois
914,"('USMMA', 1936)",1,36059,New York
918,"('USMMNO', 1942)",1,28047,Mississippi
920,"('USMA', 1802)",1,36071,New York
921,"('USMA', 1802)",0,42041,Pennsylvania
924,"('USNA', 1845)",0,42101,Pennsylvania
927,"('USNWC', 1884)",0,,New York
943,"('ChNewU', 1960)",1,,Virginia
944,"('ChNewU', 1960)",0,,Virginia
945,"('CWandM', 1693)",1,51199,Virginia
946,"('CWandM', 1693)",0,51087,Virginia
947,"('CWandM', 1693)",0,51036,Virginia
948,"('RMC', 1830)",1,51085,Virginia
949,"('RMC', 1830)",0,51053,Virginia
950,"('RMC', 1830)",0,51041,Virginia
951,"('RMC', 1830)",0,,Virginia
952,"('RMC', 1830)",0,51117,Virginia
953,"('UVa', 1818)",1,51003,Virginia
954,"('UVa', 1818)",0,51163,Virginia
955,"('UVa', 1818)",0,51015,Virginia
956,"('VaT', 1872)",1,51121,Virginia
957,"('VaT', 1872)",0,51003,Virginia
958,"('VaT', 1872)",0,51163,Virginia
959,"('VaT', 1872)",0,51041,Virginia
960,"('VaT', 1872)",0,51161,Virginia
961,"('VaT', 1872)",0,51191,Virginia
962,"('VaT', 1872)",0,51085,Virginia
963,"('VaT', 1872)",0,51147,Virginia
964,"('VaT', 1872)",0,51171,Virginia
965,"('VaT', 1872)",0,,Virginia
966,"('VMI', 1836)",1,51163,Virginia
967,"('VMI', 1836)",0,51041,Virginia
