City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Myers Corner,96625,New York,4.1,7.1,7.7,7.1,5.7,5.3,8.7,14.0,15.5,15.9,9.2,5.5,1.2,6927
Holbrook,96536,New York,4.4,6.0,8.0,6.0,6.4,5.8,11.2,15.6,16.1,12.8,9.4,3.2,1.1,27765
Farmingville,96492,New York,3.9,7.1,7.1,7.1,6.3,7.6,15.9,14.0,15.7,11.8,7.7,2.1,0.8,16097
Yorktown Heights,96413,New York,1.5,10.0,7.7,10.0,7.0,7.6,11.4,9.0,17.3,16.3,7.4,3.7,0.9,2290
Mahopac,96266,New York,4.4,4.2,4.6,4.2,8.6,8.1,12.7,11.6,19.3,14.2,7.3,4.2,0.8,7755
Garden City South,96094,New York,4.4,5.6,6.3,5.6,6.3,6.3,12.1,11.7,15.2,13.9,8.3,5.1,5.0,3985
Stony Point,96042,New York,3.6,5.6,7.6,5.6,7.8,6.6,10.8,12.2,18.0,12.4,8.2,4.7,2.4,12854
Bethpage,95686,New York,4.0,6.0,5.4,6.0,5.7,6.8,9.1,11.5,17.6,11.5,10.3,9.8,2.4,16337
East Meadow,95071,New York,5.7,4.3,5.5,4.3,5.5,7.3,12.1,12.4,14.5,15.0,7.1,6.7,3.9,37513
Garden City Park,95057,New York,4.1,5.7,7.5,5.7,6.8,5.8,8.8,12.8,15.4,15.1,8.2,7.1,2.8,7807
Centereach,94909,New York,5.8,5.8,6.4,5.8,7.1,8.2,11.9,13.8,16.9,11.5,7.5,3.6,1.6,32270
Remsenburg-Speonk,94868,New York,5.6,5.4,7.6,5.4,9.4,3.9,8.2,10.9,16.5,17.6,8.7,5.4,0.8,2317
Sag Harbor,94784,New York,7.1,5.0,2.4,5.0,4.3,1.9,8.2,14.3,14.9,16.7,14.4,8.9,2.0,1954
East Moriches,94509,New York,4.7,3.1,6.0,3.1,6.6,8.9,10.0,10.3,18.2,17.2,8.3,4.4,2.4,5074
Cornwall On Hudson,94181,New York,2.9,7.3,6.7,7.3,9.0,3.3,9.8,12.7,16.4,17.4,10.1,3.5,0.9,2998
East Rockaway,93833,New York,5.0,6.4,6.3,6.4,6.0,6.0,10.0,11.9,18.3,15.7,5.5,5.1,3.9,9861
Yaphank,93601,New York,6.6,3.7,5.5,3.7,6.7,5.5,12.5,17.4,17.5,11.4,9.2,2.3,1.6,5906
Rocky Point,93542,New York,5.9,7.5,7.9,7.5,8.6,5.6,12.0,14.6,16.3,12.2,6.1,2.9,0.6,14145
Hicksville,93453,New York,4.3,5.6,5.0,5.6,6.9,5.9,12.8,12.2,16.3,14.4,8.8,5.1,2.8,41784
Nelsonville,93438,New York,6.1,11.8,10.3,11.8,7.0,2.1,6.7,22.6,15.9,9.3,2.5,4.0,1.6,804
Baldwin,92990,New York,6.2,7.2,6.5,7.2,8.0,6.7,11.9,13.5,15.6,13.0,6.4,3.7,1.4,24897
Blue Point,92969,New York,6.9,7.0,6.5,7.0,5.8,4.3,7.3,15.1,18.2,12.2,9.6,5.8,1.3,4602
Buchanan,92955,New York,4.7,9.7,3.3,9.7,6.5,3.4,8.3,16.1,19.5,15.6,7.2,4.2,1.6,2330
Albertson,92891,New York,3.3,3.5,8.1,3.5,7.3,5.7,9.0,11.2,17.8,14.4,8.1,7.3,4.2,5154
Barnum Island,92841,New York,6.8,5.9,4.8,5.9,4.7,1.7,11.3,16.6,21.1,10.4,9.8,5.3,1.5,2489
Holtsville,92730,New York,5.1,5.0,8.3,5.0,7.1,6.4,10.9,16.2,18.4,10.8,6.9,3.6,1.3,20054
Islandia,92583,New York,3.4,4.9,6.8,4.9,9.9,6.5,9.0,13.5,21.5,10.6,8.9,4.0,0.9,3346
Lake Grove,92173,New York,5.4,5.1,8.2,5.1,8.3,5.3,13.2,13.6,16.3,11.5,7.7,4.5,1.0,11235
Franklin Square,92123,New York,5.2,4.9,6.2,4.9,7.7,5.8,11.8,12.2,15.1,14.6,6.6,5.9,4.0,31291
Tarrytown,91906,New York,5.4,5.1,7.6,5.1,6.9,5.3,12.6,14.6,13.4,12.5,7.6,6.4,2.8,11423
Harbor Isle,91875,New York,4.8,8.0,5.4,8.0,8.8,3.7,8.4,11.2,15.4,16.8,9.5,7.6,0.5,1471
Westhampton,91576,New York,3.2,6.5,8.8,6.5,4.1,5.2,7.2,10.4,13.2,18.5,11.9,6.1,4.8,2978
Peach Lake,91133,New York,3.4,7.0,7.2,7.0,4.0,6.9,12.7,6.7,14.4,23.6,10.0,2.8,1.4,1665
Lake Ronkonkoma,90922,New York,6.6,6.9,5.0,6.9,7.0,6.3,10.6,16.0,16.2,11.4,7.7,4.1,2.3,19933
Medford,90914,New York,6.2,7.0,5.8,7.0,7.0,7.4,13.2,14.4,13.6,12.9,7.6,3.8,1.2,24535
Baldwin Harbor,90664,New York,3.9,7.0,7.3,7.0,5.9,7.5,9.7,11.5,17.2,14.8,8.9,4.8,1.5,7799
Terryville,90474,New York,5.6,6.5,8.5,6.5,6.5,6.4,10.5,12.1,14.8,12.7,9.9,4.7,1.8,11686
Bellerose Terrace,90313,New York,6.0,9.6,5.1,9.6,6.3,4.3,14.1,13.8,15.4,15.8,2.7,2.5,4.4,1975
Pittsford,90313,New York,5.2,10.0,4.5,10.0,5.1,1.8,9.2,17.9,16.9,11.0,9.4,7.9,1.1,1507
East Greenbush,90149,New York,4.2,8.7,7.3,8.7,4.4,7.6,13.8,14.1,14.5,12.8,7.0,4.0,1.7,4641
Brookhaven,90132,New York,5.8,5.8,6.6,5.8,5.2,3.8,7.9,8.8,15.6,18.6,10.8,5.2,5.9,3337
Melrose Park,90000,New York,1.0,5.8,8.0,5.8,5.8,7.7,6.4,11.4,21.9,16.0,10.1,4.3,1.7,2026
Carmel Hamlet,89931,New York,4.7,8.2,8.4,8.2,5.5,5.2,6.4,12.2,16.8,16.7,8.1,6.7,1.2,6824
Nanuet,89901,New York,4.3,6.5,5.2,6.5,6.8,4.3,12.2,12.7,15.8,15.0,8.1,6.3,2.9,18366
East Quogue,89844,New York,3.6,5.7,8.7,5.7,5.9,2.1,8.9,11.1,21.6,13.2,10.5,8.0,0.9,4355
Airmont,89743,New York,6.2,8.8,9.4,8.8,5.6,6.5,9.6,10.3,12.4,14.2,8.2,5.5,3.3,8770
West Sand Lake,88935,New York,9.1,6.2,4.9,6.2,4.1,7.2,8.3,10.8,22.0,16.1,8.3,2.8,0.3,2791
Elmont,88915,New York,4.8,6.1,6.1,6.1,6.9,8.1,15.1,12.9,16.3,12.8,6.5,3.1,1.4,36762
Orange Lake,88854,New York,6.1,6.0,6.2,6.0,5.4,4.8,13.0,12.3,15.3,12.4,12.0,3.8,2.6,7606
Oyster Bay,88177,New York,6.0,5.1,5.6,5.1,6.8,2.4,11.2,12.1,15.0,15.7,11.3,4.1,4.7,6548
Valley Stream,88145,New York,6.7,5.7,6.8,5.7,6.6,7.0,14.0,12.7,15.0,12.9,6.3,4.0,2.4,37764
Greenlawn,88119,New York,6.3,5.7,10.0,5.7,7.3,5.9,7.7,11.6,17.6,10.4,7.5,6.4,3.7,14189
South Huntington,88007,New York,5.1,3.8,6.7,3.8,6.5,6.4,11.0,11.0,18.2,13.4,9.3,5.8,2.8,9462
Roslyn,87961,New York,2.8,4.6,6.7,4.6,5.2,3.9,17.4,10.5,9.9,11.3,8.1,8.3,11.4,2798
Southampton,87778,New York,5.0,4.3,4.2,4.3,3.9,2.6,11.7,7.6,13.1,18.4,13.1,10.4,5.7,3154
Niverville,87731,New York,4.2,1.4,7.2,1.4,3.6,2.4,9.4,11.5,16.1,19.2,20.0,4.6,0.6,1688
Tuckahoe,87727,New York,2.7,8.3,4.8,8.3,2.5,3.6,13.5,12.1,13.6,15.8,15.5,6.7,1.1,1426
Lynbrook,87712,New York,3.9,6.2,6.5,6.2,7.6,5.3,9.5,12.6,19.8,11.7,8.1,5.0,3.8,19517
Montrose,87599,New York,4.7,3.8,6.5,3.8,5.7,5.4,8.2,12.5,16.6,19.8,7.5,7.2,2.1,2681
Fort Montgomery,87566,New York,4.1,6.2,4.8,6.2,4.8,4.6,12.9,19.6,16.0,13.9,8.1,4.0,1.3,1385
Red Oaks Mill,87500,New York,6.3,6.2,4.5,6.2,8.4,6.4,9.6,14.1,19.9,10.4,7.8,3.5,3.0,4128
North Babylon,87403,New York,5.6,6.3,6.7,6.3,5.6,6.3,11.7,15.6,16.9,11.7,6.7,5.1,2.0,17262
Cedarhurst,87353,New York,8.8,8.4,6.8,8.4,8.5,9.3,15.3,12.6,10.3,8.1,6.1,3.7,2.2,6631
Lake Mohegan,87227,New York,3.2,6.8,4.1,6.8,12.6,5.6,8.6,11.4,23.0,8.4,7.5,2.9,6.0,5514
Center Moriches,87216,New York,4.8,10.3,7.8,10.3,4.9,5.0,12.3,16.9,13.5,13.9,4.7,4.3,1.7,8363
Selden,87178,New York,6.6,5.2,7.0,5.2,7.8,7.9,12.7,13.7,17.5,10.8,7.2,3.0,0.8,20390
Bohemia,87099,New York,5.4,6.5,7.1,6.5,9.1,5.8,7.7,12.4,19.5,10.3,9.2,3.6,3.4,10275
Cutchogue,87042,New York,3.4,4.3,4.8,4.3,9.2,3.7,1.3,11.6,17.3,17.4,10.1,14.2,2.8,3202
Sloatsburg,86712,New York,4.5,7.8,6.9,7.8,7.8,9.8,12.0,10.4,17.4,11.7,6.6,3.6,1.6,3086
Ronkonkoma,86432,New York,3.8,5.8,7.9,5.8,7.2,7.1,11.0,15.3,17.9,12.0,7.5,3.6,1.0,18978
Carle Place,86343,New York,4.8,6.8,6.7,6.8,6.5,7.2,9.6,14.2,18.7,11.9,7.0,4.0,2.7,5377
Hyde Park,86071,New York,6.7,2.6,9.8,2.6,4.3,7.7,14.6,11.9,12.8,16.0,6.8,5.8,1.1,2314
Zena,86026,New York,6.1,6.7,4.0,6.7,10.1,1.2,9.7,11.1,15.1,18.7,12.4,4.4,0.6,1264
Mamaroneck,85865,New York,4.6,7.4,6.9,7.4,5.8,5.4,10.3,14.3,16.4,13.3,6.9,5.4,3.3,19133
Baiting Hollow,85357,New York,2.9,3.9,5.8,3.9,2.9,6.7,8.2,11.4,21.8,14.4,16.4,4.8,0.9,1508
Milton,85278,New York,5.5,4.6,7.0,4.6,8.7,10.5,11.2,16.0,13.6,9.3,10.8,2.0,0.9,3340
Westbury,85086,New York,5.6,6.1,6.4,6.1,4.8,6.3,14.9,14.1,12.3,13.8,8.2,4.6,3.0,15201
Gang Mills,84861,New York,5.0,4.8,12.6,4.8,6.1,6.0,10.7,16.7,13.4,10.6,6.1,5.5,2.5,4399
Bellport,84803,New York,4.6,5.3,2.4,5.3,5.0,1.5,7.0,10.2,14.1,22.8,17.3,5.1,4.8,1970
Northwest Harbor,84769,New York,4.0,4.2,6.3,4.2,8.3,0.9,2.7,16.9,19.2,19.4,8.9,8.5,0.8,3909
Putnam Lake,84675,New York,4.4,4.3,7.1,4.3,9.9,5.8,10.3,10.9,21.0,15.2,8.2,2.0,1.0,4010
Haviland,84667,New York,1.8,6.0,6.9,6.0,8.1,4.1,5.8,12.7,20.0,14.1,12.1,7.2,1.3,3516
Lindenhurst,84414,New York,3.6,5.1,6.1,5.1,8.4,6.3,12.2,12.6,19.0,13.5,7.5,4.0,1.7,27303
Hartsdale,84341,New York,6.7,3.1,3.4,3.1,5.5,2.7,9.9,13.6,17.1,15.5,12.4,8.9,1.3,5346
Deer Park,84143,New York,5.1,6.8,7.3,6.8,5.6,5.6,11.7,13.7,16.0,12.9,8.0,5.6,2.0,27290
West Babylon,84066,New York,4.5,6.2,6.6,6.2,6.6,7.1,11.3,14.0,16.7,12.8,7.0,5.1,2.2,43725
Lake Carmel,84000,New York,5.2,6.4,6.6,6.4,7.7,4.8,11.4,14.9,17.1,14.0,7.4,2.4,2.2,8127
Elmsford,83829,New York,4.3,7.1,5.9,7.1,6.3,5.5,22.4,11.0,14.9,13.5,4.3,4.1,0.8,4719
South Floral Park,83750,New York,7.6,5.2,5.6,5.2,6.6,5.4,15.0,16.4,14.2,12.6,5.7,3.3,2.3,2017
Mattituck,83700,New York,7.0,6.2,6.6,6.2,6.1,1.2,4.8,8.5,20.4,18.0,10.9,6.5,3.9,4391
Cortland West,83550,New York,3.6,4.8,8.2,4.8,5.2,2.2,2.6,15.1,16.4,15.4,21.3,3.4,1.9,1350
Kinderhook,83516,New York,7.5,9.0,3.1,9.0,4.2,3.4,12.0,15.0,12.7,17.3,7.6,5.1,3.1,1463
Long Beach,83396,New York,4.3,3.5,4.6,3.5,5.6,5.7,16.0,14.2,16.2,13.6,8.0,5.1,3.2,33522
Voorheesville,83333,New York,5.0,6.9,7.5,6.9,6.8,6.5,6.7,11.7,15.5,17.1,9.8,5.3,1.2,2813
Manorhaven,82758,New York,6.5,5.0,5.1,5.0,9.2,8.6,9.8,16.4,13.7,13.0,7.1,4.3,1.5,6638
East Hampton,82431,New York,2.0,2.9,4.4,2.9,2.4,3.4,6.6,11.0,9.6,12.8,24.9,13.3,6.9,1159
West Haverstraw,82320,New York,5.7,6.7,7.8,6.7,9.5,7.7,14.9,11.3,15.2,11.9,5.6,2.8,0.9,10308
North Patchogue,82035,New York,8.3,4.7,6.1,4.7,10.4,4.5,9.4,14.8,15.7,14.5,8.1,2.2,1.4,6735
Fire Island,81964,New York,12.5,3.8,5.3,3.8,11.0,2.2,8.2,14.1,11.3,16.6,11.0,3.1,0.9,319
Great Neck,81778,New York,8.1,8.1,7.9,8.1,5.8,4.5,12.7,9.5,13.6,12.5,8.8,5.5,2.9,10052
White Plains,81743,New York,6.2,5.4,5.8,5.4,4.6,6.8,15.8,14.7,13.2,12.0,7.8,5.3,2.6,57505
Harris Hill,81724,New York,2.9,4.2,9.6,4.2,8.6,5.1,7.1,11.6,15.0,15.7,10.7,5.9,3.4,5380
Gardnertown,81536,New York,5.0,6.6,2.8,6.6,10.4,6.6,9.5,14.8,16.2,13.8,6.6,4.4,3.5,4498
Amagansett,81500,New York,6.7,5.3,3.8,5.3,3.8,1.1,6.0,13.4,12.3,11.3,24.6,10.2,1.5,1355
Shirley,81258,New York,7.0,6.8,5.6,6.8,7.4,5.7,14.7,15.5,15.7,13.8,5.3,1.6,0.9,25931
Copake Lake,81250,New York,1.4,6.9,11.5,6.9,7.9,1.7,4.1,3.4,18.9,18.2,17.4,5.2,3.5,593
Valley Falls,81250,New York,4.6,8.2,5.8,8.2,6.8,6.0,7.4,15.3,18.7,10.6,11.4,3.6,1.8,502
Westhampton Beach,81188,New York,4.4,3.4,5.3,3.4,2.2,3.7,8.7,7.6,14.5,12.7,20.0,10.2,7.4,1817
West Elmira,81182,New York,7.2,7.2,5.9,7.2,4.1,3.3,8.7,9.9,19.5,13.6,10.1,4.8,5.8,5077
Mineola,81177,New York,5.6,4.9,4.9,4.9,6.5,5.7,12.8,14.5,16.0,12.6,8.3,5.5,3.0,18918
Florida,81146,New York,4.6,8.8,6.1,8.8,3.7,4.4,10.6,13.5,17.6,16.1,7.9,4.4,2.4,2842
Amityville,81135,New York,6.5,4.5,5.0,4.5,7.1,5.3,8.9,11.4,14.5,18.3,9.9,4.9,3.7,9551
Oakdale,81103,New York,3.9,4.7,7.7,4.7,5.6,6.0,7.6,14.1,15.7,17.9,9.2,4.9,2.7,7551
Northville CDP,81098,New York,11.0,4.1,2.7,4.1,3.6,6.0,11.0,4.9,13.3,17.0,22.2,3.6,0.6,1574
Port Jefferson Station,80781,New York,6.8,9.0,3.8,9.0,3.4,12.2,12.0,16.9,14.8,7.9,8.8,3.6,0.9,8828
Bayport,80777,New York,3.1,5.2,9.4,5.2,9.8,3.3,8.2,11.2,19.0,14.1,8.0,6.6,2.0,8355
Suffern,80733,New York,4.5,5.8,7.2,5.8,5.3,6.6,11.9,14.6,15.7,10.2,9.2,5.7,3.3,10864
Conesus Lake,80649,New York,1.6,2.3,1.9,2.3,1.5,5.9,9.1,7.2,11.6,26.9,22.2,7.6,2.4,2415
North Sea,80608,New York,3.4,5.3,4.9,5.3,4.4,1.5,9.9,13.7,13.0,19.1,16.2,7.4,1.3,4134
South Blooming Grove,80375,New York,3.1,7.9,8.3,7.9,6.4,6.4,9.4,16.8,17.4,10.1,10.2,3.3,0.7,3212
Springs,80303,New York,4.4,6.0,6.4,6.0,5.2,1.9,11.7,8.5,16.5,19.5,12.1,5.9,2.0,5855
Hillburn,80000,New York,3.4,7.9,8.4,7.9,5.4,7.3,8.7,13.7,21.4,11.6,8.7,3.1,0.6,878
Noyack,79861,New York,4.7,5.4,5.0,5.4,5.7,4.3,12.5,10.0,18.0,18.2,9.4,5.4,1.5,3908
Heritage Hills,79574,New York,0.9,1.8,2.3,1.8,0.5,0.7,3.0,3.5,8.4,15.5,24.5,27.8,11.1,4174
Montgomery,79228,New York,8.3,8.7,8.6,8.7,4.7,4.8,11.8,14.1,13.3,12.0,8.4,3.4,1.8,4159
Wynantskill,78974,New York,7.2,4.2,5.3,4.2,5.1,3.2,17.9,10.0,11.6,18.1,8.8,6.0,2.7,2946
Round Lake,78929,New York,4.2,4.9,6.1,4.9,3.3,2.4,10.6,16.2,19.6,17.9,11.1,2.1,1.7,576
Locust Valley,78909,New York,2.0,5.1,10.6,5.1,4.6,7.0,14.3,9.4,17.1,14.0,7.5,5.0,3.4,3241
Sound Beach,78879,New York,11.8,8.0,5.2,8.0,5.0,4.8,12.8,15.3,15.9,12.7,4.4,2.6,1.4,7480
East Farmingdale,78641,New York,3.7,7.5,5.0,7.5,11.2,10.2,12.8,12.3,15.3,10.9,6.2,3.9,1.2,6389
Orchard Park,78466,New York,4.9,5.8,7.8,5.8,9.2,3.3,7.7,13.9,14.7,14.0,11.0,6.4,1.5,3230
Cayuga Heights,78413,New York,5.3,3.6,2.4,3.6,14.3,14.2,12.3,10.0,8.8,7.5,7.2,7.9,6.6,3756
Orangeburg,78409,New York,3.9,4.7,5.2,4.7,10.1,6.5,5.1,11.7,13.3,8.2,14.7,8.5,8.2,4129
Coram,78227,New York,6.1,5.1,6.7,5.1,6.2,6.1,13.2,14.4,16.4,12.4,8.7,3.4,1.3,40637
Altamont,78125,New York,4.5,6.0,5.2,6.0,7.8,4.2,7.6,15.2,16.0,19.3,9.0,3.4,1.9,1609
Delanson,77750,New York,8.7,3.8,4.6,3.8,9.0,3.0,12.3,11.7,17.7,11.2,11.2,6.5,0.3,367
Orient,77578,New York,0.6,1.1,1.0,1.1,5.6,5.2,3.9,5.8,9.5,21.5,27.8,11.5,6.6,713
Bridgehampton,77159,New York,6.2,3.1,5.0,3.1,6.1,3.5,3.8,12.7,15.4,22.6,9.4,8.0,4.2,1416
Colonie,76951,New York,5.5,6.2,4.1,6.2,4.1,5.6,16.6,11.9,15.4,11.1,8.9,9.0,1.7,7869
Shelter Island,76905,New York,10.0,5.3,2.4,5.3,4.7,3.9,7.3,6.4,17.9,21.8,10.3,5.6,4.5,1270
Crown Heights,76492,New York,3.3,5.2,6.3,5.2,12.3,2.6,5.3,16.7,19.8,11.7,8.7,6.4,1.6,2737
Firthcliffe,75392,New York,3.9,5.9,7.3,5.9,8.1,6.6,8.9,15.3,15.4,13.9,6.1,6.1,2.6,4957
Grandyle Village,75245,New York,5.6,9.3,5.5,9.3,7.0,4.4,12.0,15.3,12.7,13.5,11.8,2.6,0.3,4766
Elma Center,75000,New York,2.6,5.0,6.3,5.0,6.7,4.9,2.8,11.2,15.9,18.7,13.5,7.1,5.3,2606
New Cassel,74956,New York,8.5,8.1,8.5,8.1,9.7,6.5,16.2,14.8,9.9,8.9,5.4,2.6,1.1,13988
Averill Park,74452,New York,6.7,6.1,7.1,6.1,7.6,2.7,8.9,20.4,10.8,18.4,5.5,5.3,0.6,1781
Huntington Station,74371,New York,6.9,7.5,6.7,7.5,7.0,7.1,12.3,16.2,14.4,10.5,6.9,2.9,1.7,34005
Elbridge,74250,New York,6.3,2.9,5.6,2.9,7.6,6.8,12.3,10.9,16.8,15.4,6.6,7.3,1.6,1001
Bay Wood,74107,New York,6.5,6.6,8.1,6.6,8.4,5.4,14.9,14.2,15.9,10.4,5.4,2.9,1.4,7681
Aurora,73750,New York,1.1,0.8,1.6,0.8,30.0,27.3,5.9,4.1,9.1,8.6,3.5,5.0,3.0,734
Cumberland Head,73618,New York,2.5,8.9,3.0,8.9,3.9,2.3,10.2,11.3,13.8,18.5,16.7,6.3,2.5,1578
East Marion,73333,New York,2.9,2.5,1.8,2.5,4.8,7.3,1.4,5.3,14.7,20.1,16.2,12.8,10.3,932
Westvale,73306,New York,3.8,5.1,7.0,5.1,5.7,5.0,9.8,13.2,15.6,15.7,8.8,7.0,3.5,5111
Elba,73036,New York,6.7,6.2,3.3,6.2,8.7,5.0,11.8,14.9,13.8,18.2,5.3,4.4,1.9,644
Shrub Oak,73036,New York,3.0,0.3,9.1,0.3,2.8,5.2,18.8,4.7,17.9,14.9,13.5,3.9,5.9,2044
Montauk,73000,New York,1.7,2.4,4.8,2.4,3.5,4.7,7.1,8.2,21.4,21.2,12.4,8.4,4.2,3471
Hopewell Junction,72829,New York,3.8,7.0,5.1,7.0,8.2,12.1,2.8,18.8,17.2,14.4,3.9,4.9,1.8,611
Washingtonville,72668,New York,3.0,7.1,7.2,7.1,5.9,7.7,13.8,8.7,16.0,15.0,8.9,5.2,1.6,5837
Hampton Bays,72575,New York,4.3,5.4,5.4,5.4,5.1,5.7,15.7,13.0,16.3,11.5,8.2,7.0,2.7,12712
Rock Hill,72381,New York,4.2,3.6,7.1,3.6,6.5,4.0,12.6,11.7,14.8,18.2,11.3,5.9,0.5,1347
Skaneateles,72375,New York,1.7,7.6,6.5,7.6,5.1,2.4,3.7,9.1,16.6,18.1,12.8,10.3,6.1,2513
Balmville,72149,New York,6.3,4.5,6.7,4.5,7.3,6.2,7.5,15.2,10.6,16.6,11.9,4.5,2.8,3072
Fayetteville,72099,New York,4.2,5.1,5.2,5.1,5.9,6.7,9.0,14.0,15.9,13.7,13.0,5.7,1.8,4342
Uniondale,71953,New York,6.3,7.1,6.8,7.1,6.7,9.0,14.8,13.9,12.4,10.9,6.7,3.4,2.2,24787
Mount Kisco,71727,New York,6.7,5.7,5.4,5.7,6.7,6.6,16.2,14.7,15.4,10.1,6.9,4.1,1.7,11016
Hurley,71607,New York,2.9,7.0,5.6,7.0,5.6,7.0,4.8,12.2,15.9,19.7,8.5,7.6,3.4,3407
Otisville,71607,New York,4.3,7.8,8.0,7.8,5.5,4.5,8.4,19.7,15.0,16.1,5.5,2.1,3.4,1245
Cold Spring,71250,New York,6.3,5.9,4.3,5.9,2.8,2.4,11.9,14.8,15.8,13.5,13.0,6.9,2.4,1831
Dalton,71250,New York,8.3,3.3,3.0,3.3,12.4,6.3,5.0,8.0,17.1,14.1,12.4,7.4,2.8,363
Victor,70744,New York,7.7,9.5,6.8,9.5,6.6,6.6,9.3,14.4,14.7,13.0,7.6,2.6,1.3,2798
Westmere,70605,New York,4.0,5.4,5.5,5.4,3.8,6.4,22.3,8.3,14.3,12.9,9.8,5.6,1.9,7066
Farmingdale,70603,New York,3.9,4.5,4.9,4.5,6.3,4.6,14.9,11.3,17.1,14.3,8.7,6.2,3.2,8306
Mastic,70600,New York,7.0,9.2,8.7,9.2,6.9,7.1,11.9,15.1,16.9,9.7,4.7,2.2,0.9,16274
Mount Ivy,70584,New York,9.7,4.6,6.2,4.6,6.4,7.4,17.5,10.6,16.4,10.3,7.3,2.8,0.6,6926
North Lindenhurst,70493,New York,6.2,7.3,8.3,7.3,5.3,6.3,12.7,12.4,17.9,11.5,6.1,4.6,1.4,11334
East Glenville,70411,New York,4.2,5.8,7.3,5.8,7.7,5.1,9.1,11.7,12.9,16.5,9.7,4.5,5.5,6772
Chenango Bridge,70375,New York,5.1,7.0,4.2,7.0,6.5,8.4,5.9,12.3,15.2,16.1,11.7,5.8,1.9,2903
Fort Ann,70208,New York,6.7,10.7,3.5,10.7,11.0,1.9,14.4,11.7,13.7,13.8,6.7,3.7,2.3,571
Highland Falls,70197,New York,4.9,4.8,5.7,4.8,6.9,5.5,13.1,16.7,16.7,13.5,7.5,4.1,0.8,3852
Macedon,70179,New York,4.8,4.6,10.2,4.6,9.2,2.7,11.0,15.2,18.4,14.9,5.3,3.2,0.6,1648
Shinnecock Hills,70114,New York,8.2,3.4,2.1,3.4,9.7,10.1,15.1,9.8,9.1,11.8,15.2,4.6,1.0,2019
Manlius,70066,New York,5.5,7.0,9.6,7.0,6.0,3.6,9.9,14.4,17.5,9.8,8.4,5.0,3.3,4691
Patchogue,70035,New York,7.7,7.9,5.2,7.9,3.9,5.3,20.2,15.2,13.2,11.0,5.5,2.6,2.4,12045
Rapids,70000,New York,12.6,6.1,1.0,6.1,6.7,9.5,15.5,10.3,16.5,10.0,7.1,4.1,0.8,1648
Tuckahoe village,69966,New York,5.0,4.3,7.5,4.3,9.5,5.0,13.0,16.3,15.7,9.4,8.5,4.2,1.5,6559
Goshen,69792,New York,7.9,6.1,5.8,6.1,8.7,5.6,10.4,11.2,14.7,12.9,7.7,5.0,4.3,5417
North Bay Shore,69696,New York,8.0,8.8,5.7,8.8,8.4,9.4,15.7,13.8,13.4,9.6,4.3,2.0,1.1,19995
Hamburg,69663,New York,4.9,6.7,7.8,6.7,6.4,4.1,12.4,13.6,14.9,12.5,8.7,6.2,1.8,9482
Brentwood,69214,New York,7.6,8.2,6.8,8.2,6.7,7.4,17.9,15.8,12.8,8.2,4.6,2.8,1.1,59436
Copiague,69008,New York,5.4,4.3,6.0,4.3,8.0,6.1,13.2,13.5,17.8,14.3,5.9,3.7,2.0,22527
Honeoye Falls,69000,New York,3.7,6.8,8.5,6.8,9.1,2.3,12.0,8.4,15.3,16.7,10.6,4.5,2.2,2707
Poland,68750,New York,3.2,8.1,8.1,8.1,4.9,5.9,11.1,16.7,14.7,15.2,6.1,4.9,1.0,407
Middle Island,68725,New York,6.6,5.1,6.2,5.1,4.3,3.5,11.4,15.5,14.6,13.6,8.6,8.3,2.5,10030
Clarence,68632,New York,3.1,5.2,8.1,5.2,9.0,3.7,8.2,9.9,17.9,7.3,9.5,7.7,10.5,2811
Gordon Heights,68603,New York,7.9,8.4,8.5,8.4,9.4,7.9,11.1,14.9,13.7,10.6,3.7,2.5,1.5,3918
Fairport,68591,New York,6.2,3.8,4.5,3.8,2.5,3.5,13.4,9.9,20.4,17.4,9.6,6.4,2.3,5364
North Bellport,68591,New York,8.5,6.5,9.7,6.5,10.3,6.5,13.8,12.8,15.0,10.5,4.7,1.5,0.4,11680
Ossining,68533,New York,6.7,6.8,5.3,6.8,6.1,6.1,16.8,17.2,14.6,11.3,4.3,3.4,1.4,25232
Wainscott,68523,New York,3.8,2.9,4.3,2.9,5.4,4.0,19.6,7.5,11.8,17.7,16.4,5.2,1.4,719
Cranberry Lake,68472,New York,3.4,2.9,1.5,2.9,2.0,7.3,2.4,8.8,9.3,15.1,31.2,10.7,5.4,205
East Patchogue,68358,New York,6.4,5.9,5.1,5.9,4.9,5.7,11.5,15.0,16.0,12.9,8.5,5.3,2.8,22203
New Rochelle,68270,New York,5.9,6.3,6.2,6.3,7.0,7.2,12.8,12.7,14.7,12.7,6.6,5.2,2.8,78476
Spencerport,67955,New York,5.2,5.3,6.1,5.3,9.4,3.6,11.2,11.1,19.9,13.1,7.7,4.0,3.5,3606
