City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Hewlett Bay Park,250001,New York,2.3,2.5,5.5,2.5,9.3,4.0,10.8,5.5,21.4,18.4,13.9,3.8,2.5,397
Plandome,250001,New York,6.8,8.8,10.8,8.8,8.0,5.5,4.6,10.2,20.5,11.5,7.3,5.0,1.1,1430
Old Field,249250,New York,2.9,2.9,9.7,2.9,7.3,3.7,3.4,9.6,17.3,24.9,10.3,7.0,1.0,919
Scarsdale,241453,New York,5.7,11.2,10.0,11.2,8.4,2.8,3.0,14.6,18.7,12.0,7.7,3.7,2.4,17471
Brookville,236786,New York,2.7,4.6,7.5,4.6,19.6,19.9,2.7,7.2,15.1,9.0,8.2,2.6,0.9,3518
Muttontown,230865,New York,2.2,6.4,7.4,6.4,10.6,6.2,2.7,9.9,20.0,19.4,7.6,5.7,1.8,3581
Roslyn Estates,220000,New York,5.4,9.4,11.0,9.4,5.4,2.7,2.8,11.9,20.9,12.0,8.4,6.9,3.4,1194
Flower Hill,214239,New York,6.2,9.9,10.3,9.9,8.7,2.9,4.8,14.3,17.9,10.9,6.9,4.6,2.7,4741
Oyster Bay Cove,208750,New York,3.9,5.0,10.3,5.0,7.3,4.2,6.9,11.3,20.9,15.9,8.5,3.9,2.1,2165
Upper Brookville,208750,New York,3.4,3.5,3.0,3.5,5.0,6.8,10.7,7.6,12.7,21.5,12.8,10.2,2.9,1447
Sands Point,206833,New York,4.2,5.5,9.2,5.5,9.3,5.2,2.4,10.2,16.5,16.4,14.0,4.7,2.6,2718
Munsey Park,203636,New York,4.5,13.1,9.7,13.1,9.6,2.8,6.6,11.5,15.0,15.2,7.6,3.8,0.8,2712
Matinecock,201477,New York,4.0,10.6,9.0,10.6,5.5,6.0,7.3,17.7,11.3,12.6,5.0,7.6,3.4,886
Hewlett Harbor,200625,New York,3.3,4.3,12.9,4.3,9.7,5.5,3.2,10.3,20.6,11.8,8.5,6.7,3.3,1259
Old Westbury,200000,New York,1.3,4.2,6.4,4.2,20.9,21.7,5.9,6.7,11.6,11.6,5.7,2.2,1.8,4599
Plandome Heights,200000,New York,5.2,7.6,8.0,7.6,9.9,3.0,5.4,11.9,20.9,11.2,8.2,4.3,4.3,956
Cove Neck,195625,New York,3.3,10.0,7.4,10.0,1.9,1.9,7.4,11.8,14.0,16.2,13.3,5.5,7.4,271
Lloyd Harbor,194688,New York,2.9,6.3,13.6,6.3,11.7,4.8,2.5,8.2,20.8,13.6,8.4,4.5,2.7,3684
Laurel Hollow,194464,New York,6.5,7.9,9.6,7.9,7.3,4.9,5.5,10.6,18.4,14.7,8.8,4.7,1.4,1720
Bronxville,193333,New York,4.0,10.4,9.7,10.4,9.0,6.5,4.2,12.0,18.1,12.2,7.4,4.7,1.9,6378
Kensington,187500,New York,4.8,4.2,7.5,4.2,8.3,4.8,5.3,7.0,14.6,20.0,8.6,10.0,5.0,1116
Belle Terre,185000,New York,3.8,7.4,11.9,7.4,7.4,2.2,2.9,10.9,18.6,17.2,11.8,5.2,0.8,834
Hewlett Neck,181875,New York,9.3,5.5,10.1,5.5,4.9,2.7,10.7,10.9,15.9,10.1,10.9,5.2,3.8,366
Greenville CDP,180588,New York,3.5,9.4,10.6,9.4,9.5,4.0,4.4,9.7,20.5,13.5,10.3,3.0,1.7,7138
Armonk,177821,New York,6.6,8.5,11.9,8.5,8.7,4.4,4.5,13.5,17.7,11.5,6.0,4.6,2.3,4535
Old Brookville,174688,New York,5.2,7.0,10.1,7.0,8.9,6.9,7.4,11.3,17.6,10.9,7.7,4.7,2.2,2585
Pelham Manor,173140,New York,3.2,6.5,13.7,6.5,7.0,3.9,9.1,13.1,17.4,11.5,8.0,4.9,1.8,5539
Bedford,172847,New York,6.1,9.8,11.0,9.8,6.2,2.6,3.2,15.2,17.9,14.0,8.3,3.3,2.5,2248
East Hills,171964,New York,6.7,9.3,8.5,9.3,8.3,2.6,4.7,13.5,17.9,12.3,9.4,4.5,2.3,7025
Lido Beach,165694,New York,4.4,2.4,9.8,2.4,6.1,3.8,4.0,9.8,15.9,21.7,14.7,5.4,2.0,2505
Plandome Manor,163750,New York,4.6,4.6,9.3,4.6,9.0,3.5,3.6,10.9,19.7,14.6,7.7,9.6,2.9,827
Searingtown,163639,New York,6.6,6.9,6.3,6.9,6.4,4.2,7.5,10.7,16.9,19.4,7.3,5.8,2.0,4495
Nissequogue,161071,New York,4.4,5.9,8.6,5.9,8.0,5.2,5.8,6.9,22.4,14.1,11.9,5.5,1.2,1692
Woodbury,159070,New York,4.7,3.4,5.9,3.4,7.1,3.4,5.5,10.4,16.0,15.9,9.6,9.1,9.2,8553
Lake Success,158929,New York,2.9,5.6,6.2,5.6,7.5,3.3,2.7,10.2,14.6,13.7,9.1,14.7,9.7,2985
Rye,155422,New York,6.1,10.3,10.8,10.3,6.4,2.6,5.5,14.1,17.7,11.6,6.6,4.6,3.9,15892
Roslyn Harbor,153333,New York,3.0,7.1,7.5,7.1,7.4,3.1,2.6,9.4,21.0,17.8,10.5,7.7,3.0,946
Woodsburgh,153333,New York,2.8,7.8,8.0,7.8,7.4,3.7,6.6,11.3,14.0,21.4,9.5,6.7,0.8,728
Shoreham,152500,New York,3.4,2.4,6.0,2.4,4.9,1.3,7.3,9.8,7.3,18.6,22.9,15.0,1.3,468
Larchmont,152448,New York,8.7,10.9,7.7,10.9,4.7,3.3,8.1,15.3,18.3,10.5,7.4,4.0,1.2,5952
Garden City,152401,New York,6.6,7.1,6.5,7.1,10.2,5.8,6.4,10.9,15.2,14.3,9.2,4.5,3.5,22543
Mill Neck,151875,New York,2.9,2.6,6.1,2.6,8.7,5.7,7.4,4.4,16.6,24.4,12.0,6.6,2.5,986
Cold Spring Harbor,150208,New York,5.8,6.4,8.1,6.4,6.6,5.1,5.0,11.8,19.0,15.4,9.5,4.7,2.4,5041
Bellerose,150000,New York,6.3,5.8,6.9,5.8,9.0,4.3,5.5,12.5,16.3,18.4,9.1,3.7,2.2,1072
Great Neck Estates,148958,New York,5.3,9.8,6.3,9.8,7.7,5.1,5.7,10.6,17.5,15.2,9.4,3.5,4.2,2791
Pomona,148021,New York,6.7,5.5,5.6,5.5,5.8,7.5,10.7,8.9,14.8,19.6,9.1,4.6,1.4,3060
Harbor Hills,147880,New York,1.5,3.2,6.9,3.2,10.1,11.6,1.9,13.5,12.2,14.0,8.2,15.3,1.7,535
Russell Gardens,146875,New York,4.3,7.8,6.0,7.8,6.8,2.7,8.6,10.7,15.3,19.3,8.3,6.5,3.5,880
Huntington Bay,146667,New York,1.4,5.1,6.0,5.1,5.3,5.1,7.0,8.6,16.1,24.5,10.2,8.5,2.2,1441
Hillside,145714,New York,2.0,7.6,6.4,7.6,6.3,1.8,7.7,9.1,14.9,24.6,11.2,6.9,1.5,845
Centre Island,145000,New York,1.0,6.5,7.2,6.5,3.4,3.4,8.1,6.7,19.4,21.3,16.3,4.1,2.9,418
Briarcliff Manor,144006,New York,2.5,6.0,9.9,6.0,10.4,6.4,3.2,11.7,18.4,13.2,6.8,7.2,4.3,7783
Lawrence,142864,New York,7.3,7.5,7.2,7.5,8.0,6.7,8.3,8.2,10.8,16.4,10.8,5.2,3.6,6511
Accord,141902,New York,2.9,14.1,15.3,14.1,12.8,3.9,2.5,15.0,23.7,5.6,0.1,3.3,0.8,765
Syosset,140915,New York,4.0,7.2,9.2,7.2,6.5,5.1,7.9,13.6,17.5,13.3,7.8,5.1,2.7,18872
East Atlantic Beach,140446,New York,1.1,5.0,7.4,5.0,4.8,6.5,17.7,8.2,19.4,9.7,14.1,4.4,1.8,2229
Rye Brook,139741,New York,5.5,7.2,7.7,7.2,6.3,4.0,6.4,12.3,17.2,12.9,9.0,8.0,3.6,9456
Stony Brook,139674,New York,4.8,6.9,6.8,6.9,6.9,6.3,7.7,11.6,18.1,13.3,8.1,6.2,3.4,13936
Dix Hills,139583,New York,3.5,7.3,6.9,7.3,9.1,6.5,8.0,10.9,20.7,13.2,8.0,4.4,1.5,26969
East Williston,138438,New York,5.6,7.1,8.5,7.1,8.4,5.1,6.5,9.5,18.2,15.3,9.5,4.6,1.6,2569
Head Of The Harbor,138036,New York,2.9,5.1,5.4,5.1,9.9,7.5,3.8,10.8,20.1,15.4,9.6,7.7,1.9,1286
Irvington,137500,New York,5.2,6.1,7.8,6.1,7.7,2.4,4.6,12.9,20.2,17.9,5.5,6.1,3.5,6506
Jericho,137463,New York,5.6,5.6,7.5,5.6,7.7,5.3,7.0,13.8,17.6,14.5,8.6,4.8,2.1,13445
Ardsley,135972,New York,2.0,6.6,8.3,6.6,10.0,4.7,5.3,11.8,19.9,12.2,8.1,7.7,3.3,4519
Merritt Park,135893,New York,11.7,5.6,2.5,5.6,5.7,3.0,11.4,21.9,9.5,15.5,6.4,5.0,1.9,1446
Merrick,133047,New York,4.7,6.3,6.6,6.3,9.1,5.7,8.5,10.3,19.8,15.7,8.3,3.6,1.8,21293
East Norwich,132793,New York,3.6,7.6,9.2,7.6,5.5,5.8,7.4,9.9,20.8,13.7,9.0,5.8,1.8,2677
Lattingtown,132083,New York,1.3,6.5,10.2,6.5,8.1,3.3,4.3,8.9,19.5,15.6,13.1,5.8,3.6,1594
Croton On Hudson,131546,New York,5.7,7.7,8.5,7.7,5.6,3.6,6.7,14.5,17.0,17.1,7.4,3.6,2.7,8168
Tappan,130250,New York,6.3,6.1,7.6,6.1,6.9,5.0,9.6,10.5,15.4,14.5,6.5,8.2,3.5,7071
Herricks,128889,New York,4.0,8.9,5.5,8.9,8.9,6.4,7.0,12.6,18.8,12.6,7.7,4.6,3.1,4309
Wantagh,127953,New York,5.1,6.1,8.9,6.1,8.6,5.1,8.2,13.0,18.1,12.6,7.4,4.5,2.6,19074
Montebello,127361,New York,5.5,8.7,5.1,8.7,5.6,5.0,10.5,9.8,16.8,13.0,7.0,9.4,3.7,4588
Woodmere,127265,New York,6.2,9.0,9.2,9.0,9.6,4.0,9.1,12.2,13.4,12.4,5.9,5.5,3.7,17067
Crompond,126786,New York,3.6,5.3,7.4,5.3,6.5,2.7,6.1,10.3,17.6,18.2,10.0,7.7,4.6,2364
Manhasset Hills,126429,New York,3.4,9.0,9.1,9.0,3.7,3.1,5.5,12.6,18.9,11.4,12.3,6.6,4.6,3697
Shelter Island Heights,125556,New York,0.7,6.9,8.5,6.9,12.4,3.7,3.5,10.8,15.0,4.2,20.9,10.1,3.3,1394
Setauket-East Setauket,124974,New York,4.5,6.1,7.9,6.1,6.8,5.1,6.3,11.0,18.0,16.9,11.7,4.8,0.9,14293
Glenwood Landing,124662,New York,4.3,7.0,8.9,7.0,6.4,2.7,7.3,13.2,20.8,14.5,8.8,4.9,1.3,3955
Woodbury village,124400,New York,6.0,9.0,7.0,9.0,9.4,5.1,5.8,15.0,21.1,9.7,6.9,3.0,2.0,10638
Village Of The Branch,124063,New York,5.1,10.4,10.7,10.4,8.2,2.4,6.8,15.4,16.9,11.4,7.5,4.4,0.8,1965
Blauvelt,122695,New York,4.1,7.6,7.7,7.6,11.4,8.4,5.8,11.2,16.8,11.4,7.8,6.8,1.2,5868
Plainview,122591,New York,5.1,7.3,6.7,7.3,6.9,4.3,6.9,13.7,16.1,14.5,8.6,6.8,3.3,26206
East Shoreham,122361,New York,5.4,9.3,9.0,9.3,4.7,7.3,7.6,12.2,18.4,14.2,9.6,1.4,0.9,6636
Massapequa,122192,New York,5.1,5.9,6.9,5.9,8.2,5.1,9.2,11.6,19.1,13.3,7.7,5.8,2.1,22323
Thornwood,122143,New York,7.3,5.4,6.1,5.4,5.8,11.8,11.3,11.4,16.5,11.7,6.1,4.9,1.9,4248
Fort Salonga,121888,New York,3.1,4.7,10.4,4.7,8.6,5.7,6.5,8.9,21.7,13.3,9.8,5.3,2.0,9895
Tuxedo Park,121154,New York,4.5,6.3,9.3,6.3,3.7,1.5,5.0,11.2,18.2,14.1,18.6,4.8,2.8,538
University Gardens,121100,New York,4.8,6.0,5.9,6.0,7.4,3.4,9.0,13.2,19.8,15.3,7.7,4.7,2.9,4059
Eatons Neck,121094,New York,4.1,3.9,10.6,3.9,4.7,3.0,10.2,6.6,15.5,17.4,15.3,7.0,1.9,1374
Brightwaters,120938,New York,4.0,6.4,9.0,6.4,6.9,4.7,12.5,10.2,16.4,17.4,5.9,4.1,2.6,3117
Poquott,120750,New York,5.5,5.2,7.5,5.2,6.0,4.9,5.5,12.4,18.6,18.5,11.9,3.0,0.9,958
Halesite,120570,New York,4.0,5.7,7.9,5.7,3.5,3.3,7.0,13.7,17.5,21.9,9.7,4.6,1.2,2773
Huntington,120346,New York,3.7,5.8,6.9,5.8,6.3,4.6,11.1,11.2,18.8,15.1,8.5,5.6,2.3,18378
Old Bethpage,119816,New York,5.7,5.3,9.7,5.3,6.5,3.6,7.3,15.3,15.4,13.5,7.8,6.4,3.5,5501
Hastings On Hudson,119474,New York,3.9,5.8,8.4,5.8,7.7,4.1,6.3,11.6,15.2,16.7,10.2,5.2,4.9,7905
Great River,119233,New York,4.7,9.0,7.6,9.0,8.3,2.8,5.1,11.7,22.9,12.5,8.2,6.6,0.6,1636
Water Mill,119034,New York,4.0,3.5,4.5,3.5,2.8,5.2,2.3,11.7,11.3,27.9,16.6,6.7,3.6,2217
South Hempstead,118750,New York,7.9,4.7,5.2,4.7,10.1,4.8,10.6,14.6,15.5,12.2,9.4,3.9,1.1,3181
Asharoken,118125,New York,4.5,2.4,4.4,2.4,5.8,4.7,4.9,10.1,13.8,27.0,14.3,4.0,4.2,552
Pelham,118125,New York,5.9,9.3,7.2,9.3,8.4,4.5,10.7,14.6,17.4,11.4,5.9,3.9,0.8,6984
New City,117764,New York,3.9,7.0,7.0,7.0,6.7,6.3,8.1,12.7,15.8,14.7,11.2,5.4,1.3,33874
Lakeview,117292,New York,5.7,4.8,7.1,4.8,12.1,10.1,8.0,16.7,14.5,10.8,5.0,4.3,0.8,6357
Melville,117007,New York,4.0,6.6,6.8,6.6,7.1,4.6,4.6,13.1,17.6,11.6,12.6,8.4,3.1,19228
Grand View-On-Hudson,116500,New York,5.7,5.4,3.2,5.4,4.4,2.5,7.9,15.8,16.7,17.4,9.8,6.3,5.1,317
Saddle Rock,116250,New York,4.2,12.4,8.7,12.4,7.6,9.0,4.2,11.1,13.0,12.9,8.8,6.5,1.4,1043
Stewart Manor,115729,New York,5.2,6.0,10.9,6.0,3.9,3.4,10.6,11.6,18.5,11.6,9.6,6.3,2.6,2112
Bardonia,115529,New York,3.0,2.9,6.7,2.9,8.7,5.8,4.7,6.9,21.3,16.0,13.1,7.0,4.0,3721
Port Washington North,115208,New York,3.7,9.0,7.0,9.0,4.7,3.5,11.1,11.2,12.8,13.6,11.4,9.9,2.2,3186
North Hills,114950,New York,1.7,5.4,3.8,5.4,5.7,2.6,6.0,6.0,12.6,19.7,19.2,11.3,6.0,5122
Massapequa Park,114574,New York,5.4,6.9,6.9,6.9,7.1,5.8,9.6,13.0,17.4,12.4,7.6,5.5,2.4,17137
Malverne,114497,New York,5.6,6.3,5.7,6.3,3.5,4.0,11.0,14.4,12.3,19.6,9.0,5.9,2.8,8544
Spackenkill,114477,New York,4.2,4.7,7.1,4.7,6.3,4.1,10.4,9.7,20.7,14.6,11.7,4.8,1.7,3800
New Hempstead,113628,New York,8.2,8.9,11.1,8.9,9.7,7.4,11.0,10.5,13.8,10.8,6.0,2.5,0.3,5240
Commack,113432,New York,4.7,6.0,7.6,6.0,8.1,4.9,8.1,12.4,19.0,11.9,7.8,7.2,2.3,35487
Kings Point,113393,New York,4.9,8.7,7.6,8.7,12.7,9.2,4.5,7.5,11.7,17.1,7.6,5.4,3.3,5076
Bellmore,113306,New York,6.2,6.7,6.3,6.7,5.6,5.0,11.1,12.8,16.5,15.2,7.1,4.4,3.2,16260
East Islip,113236,New York,4.5,6.4,7.9,6.4,9.3,5.5,8.5,14.6,18.1,13.0,6.5,3.5,2.2,13989
Country Knolls,113177,New York,5.1,8.2,8.4,8.2,6.1,4.1,7.6,15.2,13.3,11.9,11.2,7.3,1.7,2186
Dobbs Ferry,113062,New York,5.8,4.5,5.3,4.5,11.7,7.8,7.3,12.8,14.4,15.0,6.5,5.3,3.8,11001
Thomaston,112500,New York,5.7,8.0,6.7,8.0,7.6,4.2,5.8,14.7,15.8,13.7,8.7,7.1,2.1,2630
Mount Sinai,112470,New York,8.2,7.5,6.6,7.5,5.7,4.4,8.8,12.7,15.4,14.3,10.6,4.7,1.1,12620
Northport,112316,New York,3.2,6.5,8.9,6.5,3.9,4.0,8.6,14.1,15.2,18.1,9.8,6.0,1.7,7417
Nesconset,112314,New York,2.7,7.1,10.2,7.1,8.6,5.2,9.6,14.1,16.7,11.8,8.8,3.6,1.9,14080
West Hills,112015,New York,3.9,5.6,7.4,5.6,5.9,4.2,8.9,9.6,20.7,16.1,10.5,5.2,2.2,5124
Miller Place,111417,New York,4.7,9.1,9.8,9.1,8.0,4.8,8.8,13.9,18.2,10.9,9.4,1.7,0.8,11783
Clarence Center,111310,New York,5.6,8.3,9.4,8.3,8.0,4.0,7.4,10.5,27.0,11.9,3.7,3.3,0.9,2069
Harrison,111122,New York,4.1,6.3,7.4,6.3,14.3,8.7,9.6,12.3,14.7,9.3,6.3,4.7,2.3,27822
Port Jefferson,111042,New York,3.4,4.4,7.8,4.4,5.4,4.7,14.4,11.1,16.1,13.0,12.4,5.1,2.1,7789
Point Lookout,110732,New York,1.0,5.9,5.9,5.9,9.5,3.5,1.6,21.2,10.0,15.9,13.6,8.8,3.2,1246
Smithtown,110683,New York,5.3,6.7,6.8,6.7,8.8,4.9,7.1,12.3,19.1,11.4,8.8,6.0,2.7,26408
Hawthorne,110682,New York,4.3,5.0,6.5,5.0,5.3,6.0,11.2,11.6,18.8,15.2,8.1,6.1,2.0,4545
Thiells,110152,New York,3.3,5.0,5.9,5.0,9.8,6.3,7.7,15.7,18.2,11.4,10.3,4.7,1.7,5295
North Merrick,109920,New York,6.1,5.3,6.2,5.3,8.7,5.3,9.1,13.0,17.8,14.1,7.0,5.6,1.9,11772
North New Hyde Park,109813,New York,5.2,5.4,7.4,5.4,6.6,4.8,9.6,11.9,16.6,14.0,9.9,5.6,3.1,15230
North Haven,109583,New York,5.7,4.4,6.0,4.4,4.4,3.0,4.4,12.8,16.6,21.5,10.9,8.0,2.2,924
Wading River,109164,New York,7.7,6.4,6.5,6.4,6.9,3.9,9.5,13.8,14.4,18.8,8.3,2.0,1.8,7694
Port Washington,108767,New York,6.3,6.6,8.1,6.6,5.8,4.5,7.3,12.7,16.8,13.1,9.3,6.4,3.1,15847
Roslyn Heights,108651,New York,5.1,7.3,7.7,7.3,8.3,5.4,9.3,13.5,16.2,12.8,7.6,3.5,3.4,7243
Rockville Centre,108456,New York,6.0,5.9,7.2,5.9,6.6,5.3,9.3,11.5,16.0,14.0,10.1,5.2,3.0,24128
Elwood,108401,New York,6.2,6.2,8.3,6.2,7.7,4.8,7.1,12.2,20.2,11.7,7.9,5.7,1.9,10833
Wheatley Heights,108068,New York,4.2,7.6,8.2,7.6,9.8,8.0,8.4,14.0,18.5,11.4,6.6,2.8,0.4,5211
Great Neck Gardens,108000,New York,8.3,10.2,2.2,10.2,11.9,7.6,4.3,12.0,12.0,17.7,4.0,5.8,4.0,1119
Baxter Estates,107708,New York,4.7,9.8,4.9,9.8,4.8,2.3,11.9,13.1,16.8,16.3,7.9,4.8,2.6,955
Manorville,107660,New York,3.2,8.2,9.6,8.2,9.2,6.9,9.5,13.3,18.0,11.0,5.8,4.2,1.2,14169
Sea Cliff,107256,New York,5.4,5.3,5.2,5.3,8.0,5.6,6.4,12.3,18.5,17.6,8.4,5.0,2.3,5012
North Great River,107024,New York,5.0,5.7,5.4,5.7,7.8,6.6,9.0,11.6,21.6,12.8,7.9,5.1,1.5,4133
Valhalla,106413,New York,5.3,5.3,9.2,5.3,4.6,7.8,9.9,12.7,17.3,12.9,6.9,6.2,1.9,3219
Centerport,106354,New York,5.7,7.7,9.5,7.7,7.5,5.3,5.2,14.8,17.2,13.8,8.1,3.6,1.6,5717
West Nyack,106250,New York,7.9,7.4,5.1,7.4,4.9,5.2,6.7,14.1,14.7,13.2,13.9,4.6,2.5,3385
Floral Park,106134,New York,5.1,7.0,7.1,7.0,5.3,5.7,11.0,13.6,14.6,15.2,9.2,4.1,2.4,16190
Eastchester,106030,New York,5.0,6.1,7.2,6.1,5.6,4.5,9.3,13.3,17.7,11.9,9.0,6.8,3.6,19800
Plainedge,106000,New York,3.5,7.2,6.1,7.2,7.0,6.4,11.2,11.7,20.2,12.5,5.6,6.6,2.1,9234
North Bellmore,105943,New York,5.4,6.3,7.2,6.3,5.7,5.3,10.9,12.9,16.1,15.5,7.6,4.7,2.3,20483
Pleasantville,105714,New York,4.6,7.8,6.8,7.8,6.8,7.2,8.4,13.2,15.3,14.9,7.3,5.5,2.2,7090
South Farmingdale,105565,New York,3.9,7.0,6.9,7.0,6.9,5.4,10.0,13.2,17.4,14.0,7.5,5.0,2.9,14576
Chestnut Ridge,105489,New York,5.4,6.2,7.4,6.2,5.8,4.7,11.0,11.1,14.8,14.2,9.3,8.8,1.4,8035
East Garden City,105338,New York,0.3,0.5,1.5,0.5,30.0,28.1,5.1,4.3,3.5,7.4,10.2,5.1,4.1,6249
Congers,105273,New York,4.3,5.8,7.6,5.8,6.7,7.1,9.4,11.3,16.1,15.9,8.9,5.1,1.7,8496
Hewlett,105048,New York,6.1,5.3,7.6,5.3,5.9,5.3,7.4,13.9,14.5,14.2,13.4,4.3,2.1,6481
Atlantic Beach,104773,New York,2.8,5.2,5.5,5.2,3.2,3.4,5.6,8.9,10.4,30.1,15.3,6.8,3.0,1613
West Islip,104740,New York,4.8,6.4,7.5,6.4,7.0,6.6,9.1,12.7,18.6,12.2,7.4,5.4,2.3,27545
Seaford,104479,New York,5.4,6.0,7.7,6.0,5.6,5.8,10.2,12.5,16.1,14.7,8.5,5.4,2.1,15405
Sayville,104427,New York,4.7,7.0,7.6,7.0,5.8,4.7,7.9,13.3,18.4,13.1,7.4,6.3,3.6,16311
Jefferson Valley-Yorktown,104414,New York,5.2,4.6,8.5,4.6,9.5,5.7,3.2,12.6,16.3,15.1,9.1,6.7,3.5,14682
Upper Nyack,104010,New York,5.3,4.7,9.1,4.7,7.1,5.7,5.1,7.7,19.0,15.8,11.4,5.5,3.5,2020
Hauppauge,103775,New York,5.6,6.4,6.4,6.4,6.2,5.7,7.8,12.9,17.7,13.7,9.3,6.4,1.9,20617
South Valley Stream,103516,New York,6.2,4.7,3.9,4.7,6.6,10.3,14.7,8.9,16.0,13.1,8.1,4.9,2.6,6293
Wesley Hills,103014,New York,11.2,10.3,7.9,10.3,8.1,4.8,12.2,9.8,11.4,11.3,8.8,3.8,0.5,5779
North Massapequa,102798,New York,5.7,4.7,7.9,4.7,7.2,5.0,10.8,13.1,15.9,13.8,8.0,5.3,2.7,18970
East Northport,102432,New York,4.6,6.6,7.3,6.6,6.9,5.4,8.9,13.8,17.2,15.1,7.9,4.8,1.6,19708
Williston Park,101921,New York,5.0,7.3,5.4,7.3,6.4,5.2,11.2,12.0,18.8,12.3,7.4,5.3,3.6,7319
Goldens Bridge,101903,New York,7.4,7.8,6.5,7.8,10.3,2.6,3.7,14.4,19.6,16.6,7.7,1.4,1.9,1559
Hillcrest,101667,New York,7.2,4.3,5.2,4.3,5.7,9.3,10.7,12.3,17.2,12.6,8.9,4.5,2.1,7566
Babylon,101549,New York,4.8,6.6,5.7,6.6,5.3,5.6,12.4,13.1,18.0,15.7,6.7,3.9,2.4,12177
Islip Terrace,101361,New York,5.1,5.7,8.2,5.7,5.8,7.0,11.4,12.4,20.1,11.6,7.0,4.7,1.2,5132
Kings Park,101308,New York,4.7,5.3,7.2,5.3,5.7,5.8,10.1,12.6,18.6,11.0,9.4,7.2,2.5,17694
Brinckerhoff,101250,New York,2.8,3.1,8.8,3.1,9.9,4.4,5.4,13.8,23.5,12.3,8.0,6.8,1.2,2940
Pearl River,101227,New York,5.7,7.6,7.4,7.6,5.4,7.6,8.6,13.0,17.0,11.5,8.9,5.4,1.9,15901
West Bay Shore,101136,New York,10.0,5.8,4.2,5.8,3.8,4.9,11.6,10.3,17.8,12.0,10.1,7.6,2.0,4571
Chappaqua,101016,New York,5.9,5.3,3.4,5.3,5.5,6.7,13.3,7.5,15.9,14.7,12.0,7.6,2.3,1170
Katonah,100966,New York,4.6,2.8,10.6,2.8,11.9,7.0,5.5,17.1,20.0,9.3,5.6,4.8,1.0,1781
North Valley Stream,100882,New York,4.9,6.6,6.4,6.6,5.9,7.1,10.4,14.8,14.4,15.2,7.1,4.5,2.7,17247
Shenorock,100625,New York,2.5,8.6,6.9,8.6,2.9,5.4,8.6,18.7,14.4,18.4,6.9,2.6,4.2,1589
North Wantagh,100313,New York,4.6,7.1,7.4,7.1,5.0,5.0,9.6,11.8,16.9,14.1,8.3,6.7,3.5,11773
Valley Cottage,100188,New York,6.1,6.6,4.5,6.6,5.1,5.5,8.9,10.5,16.1,16.8,10.7,5.6,3.6,10185
Glen Head,99960,New York,7.0,7.9,5.8,7.9,4.3,5.1,8.6,11.2,14.8,18.3,8.4,5.3,3.3,4575
Levittown,99867,New York,4.5,5.7,7.3,5.7,7.3,6.3,11.2,12.6,17.2,13.4,7.2,5.4,2.1,52485
New Hyde Park,99469,New York,5.6,5.3,6.7,5.3,7.3,5.3,10.6,14.6,17.5,12.4,7.8,3.8,3.2,9764
South Nyack,99125,New York,6.3,5.5,2.4,5.5,14.2,9.6,12.3,14.4,9.5,14.2,6.6,3.6,1.5,3554
Piermont,99087,New York,3.3,3.0,5.7,3.0,5.2,3.8,9.5,9.5,17.8,22.1,12.4,3.8,4.1,2541
Monroe,98864,New York,7.7,7.0,7.8,7.0,7.3,7.4,8.7,13.0,15.9,13.3,7.2,3.0,1.7,8493
West Sayville,98776,New York,4.8,7.1,5.5,7.1,7.0,5.8,11.1,10.4,17.3,15.0,7.8,4.7,3.7,4685
Bayville,98704,New York,4.6,4.8,6.9,4.8,5.6,5.3,9.4,10.4,16.6,15.9,10.8,6.9,2.8,6724
Saint James,98576,New York,5.4,5.5,7.2,5.5,7.3,5.1,7.6,12.2,16.7,13.9,8.1,7.7,3.3,13274
Bay Park,98047,New York,2.8,4.8,7.8,4.8,4.4,1.0,9.4,12.2,18.0,17.9,11.8,6.1,3.8,1637
East Massapequa,98021,New York,5.7,6.0,6.1,6.0,4.6,4.6,13.2,13.7,15.9,13.1,7.6,6.1,3.4,19891
Oceanside,97922,New York,4.6,5.3,5.8,5.3,6.8,5.9,10.3,11.9,17.0,15.8,8.5,5.2,2.9,30329
Southold,97838,New York,2.9,6.2,3.8,6.2,5.0,4.9,3.7,11.9,13.4,19.8,13.9,10.7,4.0,6323
Islip,97723,New York,4.9,4.3,6.5,4.3,7.5,7.0,12.0,11.7,19.4,12.8,8.5,4.3,1.2,18229
Manhasset,97500,New York,6.2,9.6,6.1,9.6,4.9,4.3,8.0,12.4,17.3,10.4,10.2,6.7,3.9,7929
West Hempstead,96879,New York,5.5,6.5,7.0,6.5,7.2,6.5,10.9,12.6,16.9,12.1,7.6,5.1,2.2,18801
Salisbury,96875,New York,5.2,4.9,5.1,4.9,7.1,5.9,12.0,11.8,17.6,14.7,8.0,4.6,3.0,12154
