Experiment,College,College_Abbrev,Town,County,State,Latitude,Longitude,Treatment,Preexisting_College,Politics,Existing_Site,Auction,Weather,Other,Year_Experiment,Year_Founded,Year_First_Class,Year_First_Graduates,Public,State_Flagship,Land_Grant,Technical_School,Normal_School,HBCU,Womens_College,Military_Academy,Loser_Receive_Consolation,Consolation_Prize,Value_Consolation,Value_State_Grant,Value_Local_Contribution,Local_Donate_Building,Votes_Received,Number of Ballots,Experiment_Quality
BereaC,Berea College,BereaC,Berea,Madison,Kentucky,37.576944,-84.293611,1,,,,,,1,1858,1858,1858,,,,,,,,,,,,,,,,,,1
BereaC,Berea College,BereaC,,Estill,Kentucky,37.69,-83.96,0,,,,,,1,1858,1858,1858,,,,,,,,,,,,,,,,,,1
EKyU,Eastern Kentucky Normal School,EKyU,Richmond,Madison,Kentucky,37.744722,-84.293611,1,1,1,,,,,1906,1906,1907,,1,,,,1,,,,,,,,,,,,1
EKyU,Eastern Kentucky Normal School,EKyU,Louisville,Jefferson,Kentucky,38.225333,-85.741667,0,,1,,,,,1906,1906,1907,,1,,,,1,,,,,,,,,,,,1
KySU,Kentucky State University,KySU,Frankfort,Franklin,Kentucky,38.2,-84.866667,1,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,1500,,,,2
KySU,Kentucky State University,KySU,Danville,Boyle,Kentucky,37.645556,-84.769722,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KySU,Kentucky State University,KySU,Hopkinsville,Christian,Kentucky,36.854722,-87.488889,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KySU,Kentucky State University,KySU,Owensboro,Daviess,Kentucky,37.757778,-87.118333,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KySU,Kentucky State University,KySU,Knottsville,Daviess,Kentucky,37.771667,-86.904167,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KySU,Kentucky State University,KySU,Lexington,Fayette,Kentucky,38.029722,-84.494722,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KySU,Kentucky State University,KySU,Bowling Green,Warren,Kentucky,36.981667,-86.444444,0,,,,1,,1,1886,1886,1887,,1,,1,,,1,,,,,,,,,,,2
KyWes1,Kentucky Wesleyan College,KyWesC,Millersville,Bourbon,Kentucky,38.303333,-84.146111,1,1,,,,,1,1858,1857,1860,,,,,,,,,,,,,,,,,,1
KyWes1,Kentucky Wesleyan College,KyWesC,Shelbyville,Shelby,Kentucky,38.212222,-85.225833,0,1,,,,,1,1858,1857,1860,,,,,,,,,,,,,,,,,,1
KyWes2,Kentucky Wesleyan College,KyWesC,Winchester,Clark,Kentucky,37.994722,-84.184167,1,,,,1,,1,1890,1857,1890,,,,,,,,,,,,,,42000,,,,1
KyWes2,Kentucky Wesleyan College,KyWesC,Millersville,Bourbon,Kentucky,38.303333,-84.146111,0,1,,,1,,1,1890,1857,1890,,,,,,,,,,,,,,,,,,1
KyWes3,Kentucky Wesleyan College,KyWesC,Owensboro,Daviess,Kentucky,37.757778,-87.118333,1,,1,,1,,,1950,1857,1951,,,,,,,,,,,,,,,,163,3,1
KyWes3,Kentucky Wesleyan College,KyWesC,Winchester,Clark,Kentucky,37.994722,-84.184167,0,1,1,,1,,,1950,1857,1951,,,,,,,,,,,,,,,,87,3,1
UKy,University of Kentucky,UKy,Lexington,Fayette,Kentucky,38.029722,-84.494722,1,1,,1,,,,1865,1865,1865,,1,1,1,,,,,,,,,,,,,,1
UKy,University of Kentucky,UKy,Harrodsburg,Mercer,Kentucky,37.763889,-84.846111,0,1,,1,,,,1865,1865,1865,,1,1,1,,,,,,,,,,,,,,1
WKyU,Western Kentucky Normal School,WKyU,Bowling Green,Warren,Kentucky,36.981667,-86.444444,1,,1,,,,,1906,1906,1907,,1,,,,1,,,,,,,,,,,,1
WKyU,Western Kentucky Normal School,WKyU,Louisville,Jefferson,Kentucky,38.225333,-85.741667,0,,1,,,,,1906,1906,1907,,1,,,,1,,,,,,,,,,,,1
LaSU,Louisiana State University,LaSU,Baton Rouge,East Baton Rouge,Louisiana,30.448611,-91.125833,1,1,,1,,1,1,1870,1853,,,1,1,1,,,,,,,,,,,,,,2
LaSU,Louisiana State University,LaSU,Mt. Lebanon,Bienville,Louisiana,32.511667,-93.041389,0,,,1,,1,1,1870,1853,,,1,1,1,,,,,,,,,,,,,,2
LaSU,Louisiana State University,LaSU,Jackson,East Feliciana,Louisiana,30.870833,-91.214444,0,,,1,,1,1,1870,1853,,,1,1,1,,,,,,,,,,,,,,2
LaSU,Louisiana State University,LaSU,Pineville,Rapides,Louisiana,31.338889,-92.4125,0,1,,1,,1,1,1870,1853,,,1,1,1,,,,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Baton Rouge,East Baton Rouge,Louisiana,30.448611,-91.125833,1,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,New Iberia,Iberia,Louisiana,30.003611,-91.818333,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Grambling,Lincoln,Louisiana,32.5275,-92.713889,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Donaldsonville,Ascension,Louisiana,30.1,-90.994167,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Alexandria,Rapides,Louisiana,31.292778,-92.459167,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Saint Elmo,West Feliciana,Louisiana,,,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
SUAMC,Southern University and A&M College,SUAMC,Stevendale,East Baton Rouge,Louisiana,,,0,,,,1,,1,1914,1879,1914,,1,,1,,,1,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Brunswick,Cumberland,Maine,43.910833,-69.963056,1,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Portland,Cumberland,Maine,43.666667,-70.266667,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,North Yarmouth,Cumberland,Maine,43.857778,-70.240278,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Gorham,Cumberland,Maine,43.701944,-70.455556,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,New Gloucester,Cumberland,Maine,43.9575,-70.295,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Freeport,Cumberland,Maine,43.843889,-70.101667,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Turner,Androscoggin,Maine,44.266944,-70.245556,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
BowdC,Bowdoin College,BowdC,Winthrop,Kennebec,Maine,44.306944,-69.973333,0,,,,1,,,1794,1794,1802,,,,,,,,,,,,,,,,,,1
ColbyC,Colby College,ColbyC,Waterville,Kennebec,Maine,44.551944,-69.645833,1,,,,1,,,1816,1814,,,,,,,,,,,,,,,,,,,1
ColbyC,Colby College,ColbyC,Farmington,Franklin,Maine,44.668992,-70.146378,0,,,,1,,,1816,1814,,,,,,,,,,,,,,,,,,,1
ColbyC,Colby College,ColbyC,Bloomfield,Somerset,Maine,44.764808,-69.718389,0,,,,1,,,1816,1814,,,,,,,,,,,,,,,,,,,1
UMe,University of Maine,UMe,Orono,Penobscot,Maine,44.883,-68.672,1,,,,1,,,1866,1866,1868,,1,1,1,,,,,,,,,,,,8,,2
UMe,University of Maine,UMe,Bangor,Penobscot,Maine,44.803611,-68.770278,0,,,,1,,,1866,1866,1868,,1,1,1,,,,,,,,,,,,7,,2
UMe,University of Maine,UMe,Old Town,Penobscot,Maine,44.943056,-68.676389,0,,,,1,,,1866,1866,1868,,1,1,1,,,,,,,,,,,,7,,2
UMe,University of Maine,UMe,Topsham,Sagadahoc,Maine,43.871667,-69.858889,0,,,,1,,,1866,1866,1868,,1,1,1,,,,,,,,,,,,7,,2
UMe,University of Maine,UMe,Orrington,Penobscot,Maine,44.721389,-68.789167,0,,,,1,,,1866,1866,1868,,1,1,1,,,,,,,,,,,,,,1
MeMA,Maine Maritime Academy,MeMA,Castine,Hancock,Maine,44.405833,-68.806944,1,1,1,1,,,,1941,1941,1943,,1,,,,,,,1,,,,,,,,,2
MeMA,Maine Maritime Academy,MeMA,Bath,Sagadahoc,Maine,43.916389,-69.8225,0,,1,1,,,,1941,1941,1943,,1,,,,,,,1,,,,,10000,,,,2
MeMA,Maine Maritime Academy,MeMA,Portland,Cumberland,Maine,43.666667,-70.266667,0,,1,1,,,,1941,1941,1943,,1,,,,,,,1,,,,,,,,,1
UMd,University of Maryland,UMd,Riverdale,Prince George's,Maryland,38.962778,-76.929722,1,,1,,,,,1858,1858,1859,,1,1,1,,,,,,,,,,,,,,1
UMd,University of Maryland,UMd,,Montgomery,Maryland,39.14,-77.2,0,,1,,,,,1858,1858,1859,,1,1,1,,,,,,,,,,,,,,1
UMdBC,University of Maryland Baltimore County,UMdBC,Catonsville,Baltimore,Maryland,39.273889,-76.738056,1,,,1,,,,1963,1963,1966,,1,,,,,,,,,,,,,,,,1
UMdBC,University of Maryland Baltimore County,UMdBC,Baltimore,Baltimore City,Maryland,39.283333,-76.616667,0,,,1,,,,1963,1963,1966,,1,,,,,,,,,,,,,,,,1
BostU,Boston University,BostU,Boston,Suffolk,Massachusetts,42.358056,-71.063611,1,,,1,,,,1871,1839,,,,,,,,,,,,,,,,,,,1
BostU,Boston University,BostU,Cambridge,Middlesex,Massachusetts,42.373611,-71.110556,0,,,1,,,,1871,1839,,,,,,,,,,,,,,,,,,,1
BostU,Boston University,BostU,Concord,Merrimack,New Hampshire,43.206667,-71.538056,0,,,1,,,,1871,1839,,,,,,,,,,,,,,,,,,,1
BostU,Boston University,BostU,Newbury,Orange,Vermont,44.103953,-72.121759,0,,,1,,,,1871,1839,,,,,,,,,,,,,,,,,,,1
MtHOC,Mount Holyoke College,MtHOC,South Hadley,Hampshire,Massachusetts,42.258333,-72.575,1,,,,1,,,1836,1836,1837,,,,,,,,1,,,,,,8000,,,,1
MtHOC,Mount Holyoke College,MtHOC,Sunderland,Franklin,Massachusetts,42.466667,-72.579167,0,,,,1,,,1836,1836,1837,,,,,,,,1,,,,,,,,,,1
MtHOC,Mount Holyoke College,MtHOC,South Deerfield,Franklin,Massachusetts,42.476944,-72.600556,0,,,,1,,,1836,1836,1837,,,,,,,,1,,,,,,,,,,1
SmithC,Smith College,SmithC,Northampton,Hampshire,Massachusetts,42.333333,-72.65,1,,,,1,,,1871,1870,1875,,,,,,,,1,,,,,,25000,,,,1
SmithC,Smith College,SmithC,Hatfield,Hampshire,Massachusetts,42.370833,-72.598611,0,,,,1,,,1871,1870,1875,,,,,,,,1,,,,,,,,,,1
UMass,University of Massachusetts Amherst,UMass,Amherst,Hampshire,Massachusetts,42.383333,-72.516667,1,1,,,1,,,1864,1863,1867,,1,1,1,,,,,,,,,,75000,,10,,1
UMass,University of Massachusetts Amherst,UMass,Springfield,Hampden,Massachusetts,42.101389,-72.590278,0,,,,1,,,1864,1863,1867,,1,1,1,,,,,,,,,,,,4,,1
UMass,University of Massachusetts Amherst,UMass,Northampton,Hampshire,Massachusetts,42.333333,-72.65,0,,,,1,,,1864,1863,1867,,1,1,1,,,,,,,,,,50000,,,,1
UMass,University of Massachusetts Amherst,UMass,Lexington,Middlesex,Massachusetts,42.447222,-71.225,0,,,,1,,,1864,1863,1867,,1,1,1,,,,,,,,,,75000,1,,,1
WPI,Worcester Polytechnic Institute,WPI,Worcester,Worcester,Massachusetts,42.266667,-71.8,1,,,,,,,1865,1865,1868,,,,,1,,,,,,,,100000,,,,,1
WPI,Worcester Polytechnic Institute,WPI,Templeton,Worcester,Massachusetts,42.555556,-72.068056,0,,,,,,,1865,1865,1868,,,,,1,,,,,,,,,,,,,1
WPI,Worcester Polytechnic Institute,WPI,Leominster,Worcester,Massachusetts,42.525,-71.760278,0,,,,,,,1865,1865,1868,,,,,1,,,,,,,,,,,,,1
WPI,Worcester Polytechnic Institute,WPI,Mason,Hillsborough,New Hampshire,42.743611,-71.768889,0,,,,,,,1865,1865,1868,,,,,1,,,,,,,,,,,,,1
EMiU,Eastern Michigan University,EMiU,Ypsilanti,Washtenaw,Michigan,42.242778,-83.618333,1,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,13500,1,,,2
EMiU,Eastern Michigan University,EMiU,Jackson,Jackson,Michigan,42.244167,-84.407222,0,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,10335,1,,,2
EMiU,Eastern Michigan University,EMiU,Marshall,Calhoun,Michigan,42.270556,-84.96,0,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,4000,,,,1
EMiU,Eastern Michigan University,EMiU,Gull Prairie,Kalamazoo,Michigan,42.3998,-85.4114,0,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,7364,,,,1
EMiU,Eastern Michigan University,EMiU,Niles,Berrien,Michigan,41.83,-86.254167,0,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,5000,,,,1
EMiU,Eastern Michigan University,EMiU,Niles,Cass,Michigan,41.83,-86.254167,0,,,,1,,,1849,1849,1853,,1,,,,1,,,,,,,,5000,,,,1
MiSU,Michigan State University,MiSU,East Lansing,Ingham,Michigan,42.7348,-84.4808,1,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,Eaton,Michigan,42.59,-84.85,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,Ontonagon,Michigan,46.98,-89.27,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,Montcalm,Michigan,43.31,-85.15,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,Clinton,Michigan,42.94,-84.61,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,St. Clair,Michigan,42.93,-82.67,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
MiSU,Michigan State University,MiSU,,Newaygo,Michigan,43.55,-85.8,0,,1,,,,,1855,1855,1857,1861,1,,1,,,,,,,,,,,,,,1
UMi,University of Michigan,UMi,Ann Arbor,Washtenaw,Michigan,42.281389,-83.748333,1,,1,,,,,1837,1817,1841,,1,1,,,,,,,,,,,,,,,1
UMi,University of Michigan,UMi,Detroit,Wayne,Michigan,42.331389,-83.045833,0,,1,,,,,1837,1817,1841,,1,1,,,,,,,,,,,,,,,1
UMi,University of Michigan,UMi,Monroe,Monroe,Michigan,41.916389,-83.397778,0,,1,,,,,1837,1817,1841,,1,1,,,,,,,,,,,,,,,1
UMi,University of Michigan,UMi,Marshall,Calhoun,Michigan,42.270556,-84.96,0,,1,,,,,1837,1817,1841,,1,1,,,,,,,,,,,,,,,1
WMiU,Western Michigan University,WMiU,Kalamazoo,Kalamazoo,Michigan,42.29,-85.585833,1,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,70000,,,,2
WMiU,Western Michigan University,WMiU,Allegan,Allegan,Michigan,42.529167,-85.855278,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,2
WMiU,Western Michigan University,WMiU,Hastings,Barry,Michigan,42.645833,-85.290833,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,2
WMiU,Western Michigan University,WMiU,Muskogen,Muskogen,Michigan,43.234167,-86.248333,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,East Tawas,Iosco,Michigan,44.285556,-83.489167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Three Oaks,Berrien,Michigan,41.800278,-86.609722,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Niles,Berrien,Michigan,41.83,-86.254167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Niles,Cass,Michigan,41.83,-86.254167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Cassopolis,Cass,Michigan,41.910833,-86.007778,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Dowagiac,Cass,Michigan,41.984444,-86.108056,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Centreville,St. Joseph,Michigan,41.923056,-85.5275,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Three Rivers,St. Joseph,Michigan,41.944167,-85.632222,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Decatur,Van Buren,Michigan,42.109722,-85.973333,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Battle Creek,Calhoun,Michigan,42.312222,-85.204167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Charlotte,Eaton,Michigan,42.560556,-84.834722,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Holland,Ottawa,Michigan,42.783333,-86.1,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Holland,Allegan,Michigan,42.783333,-86.1,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Zeeland,Ottawa,Michigan,42.8125,-86.018611,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Grand Rapids,Kent,Michigan,42.96125,-85.655719,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Alto,Kent,Michigan,42.823611,-85.359722,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Whitehall,Muskogen,Michigan,43.41,-86.348611,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Manistee,Manistee,Michigan,44.243611,-86.321389,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Pentwater,Oceana,Michigan,43.780278,-86.43,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Benzonia,Benzie,Michigan,44.615833,-86.099167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Traverse City,Grant Traverse,Michigan,44.768056,-85.622222,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Charlevoix,Charlevoix,Michigan,45.318056,-85.258333,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Ludington,Mason,Michigan,43.956944,-86.444444,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Howard City,Montcalm,Michigan,43.395556,-85.467778,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Petoskey,Emmett,Michigan,45.373333,-84.955278,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Galesburg,Kalamazoo,Michigan,42.289167,-85.419167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
WMiU,Western Michigan University,WMiU,Vicksburg,Kalamazoo,Michigan,42.120556,-85.534167,0,,1,,1,,,1903,1903,1904,,1,,,,1,,,,,,,37001,,,,,1
CarlC,Carleton College,CarlC,Northfield,Rice,Minnesota,44.458333,-93.161111,1,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,18529,,,,1
CarlC,Carleton College,CarlC,Cottage Grove,Washington,Minnesota,44.827778,-92.943889,0,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,,,,,1
CarlC,Carleton College,CarlC,Lake City,Goodhue,Minnesota,44.445556,-92.270556,0,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,,,,,1
CarlC,Carleton College,CarlC,Lake City,Wabasha,Minnesota,44.445556,-92.270556,0,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,,,,,1
CarlC,Carleton College,CarlC,Mantorville,Dodge,Minnesota,44.067222,-92.7575,0,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,,,,,1
CarlC,Carleton College,CarlC,Zumbrota,Goodhue,Minnesota,44.292778,-92.671667,0,,,,1,,,1866,1866,1867,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Moorhead,Clay,Minnesota,46.873889,-96.767222,1,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Fargo,Clay,Minnesota,,,0,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Grand Forks,Polk,Minnesota,47.93,-97.024167,0,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Fisher,Polk,Minnesota,47.8,-96.8,0,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Beltrami,Polk,Minnesota,47.540556,-96.53,0,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
ConcC,Concordia College,ConcC,Ada,Norman,Minnesota,47.298611,-96.515833,0,,,,1,,,1889,1889,1891,,,,,,,,,,,,,,,,,,1
GuAdC1,Gustavus Adolphus College,GuAdC,Carver,Carver,Minnesota,44.82,-93.8,1,,1,,,,,1863,1862,1862,,,,,,,,,,,,,,,,,,1
GuAdC1,Gustavus Adolphus College,GuAdC,Vasa,Goodhue,Minnesota,44.503333,-92.7225,0,,1,,,,,1863,1862,1862,,,,,,,,,,,,,,,,,,1
GuAdC1,Gustavus Adolphus College,GuAdC,Saint Paul,Ramsey,Minnesota,44.944167,-93.093611,0,,1,,,,,1863,1862,1862,,,,,,,,,,,,,,,,,,1
GuAdC1,Gustavus Adolphus College,GuAdC,Red Wing,Goodhue,Minnesota,44.566667,-92.533333,0,,1,,,,,1863,1862,1862,,,,,,,,,,,,,,,,,,1
GuAdC2,Gustavus Adolphus College,GuAdC,Saint Peter,Nicollet,Minnesota,44.333333,-93.966667,1,,,,1,,,1874,1874,1876,,,,,,,,,,,,,,10000,,,,1
GuAdC2,Gustavus Adolphus College,GuAdC,Minneapolis,Hennepin,Minnesota,44.983333,-93.266667,0,,,,1,,,1874,1874,1876,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Saint Paul,Ramsey,Minnesota,44.944167,-93.093611,1,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Rochester,Olmsted,Minnesota,44.0234,-92.46295,0,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Red Wing,Goodhue,Minnesota,44.566667,-92.533333,0,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Faribault,Rice,Minnesota,44.290589,-93.268319,0,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Winona,Winona,Minnesota,44.05,-91.633333,0,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
HamU,Hamline University,HamU,Minneapolis,Hennepin,Minnesota,44.983333,-93.266667,0,,,,1,,,1873,1854,1880,,,,,,,,,,,,,,,,,,1
UMn1,University of Minnesota,UMn,Minneapolis,Hennepin,Minnesota,44.983333,-93.266667,1,,,,,,1,1851,1851,1851,,1,1,1,,,,,,,,,,,,,,1
UMn1,University of Minnesota,UMn,Saint Paul,Ramsey,Minnesota,44.944167,-93.093611,1,,,,,,1,1851,1851,1851,,1,1,1,,,,,,,,,,,,,,1
UMn1,University of Minnesota,UMn,Fort Snelling,Hennepin,Minnesota,44.892778,-93.180556,0,,,,,,1,1851,1851,1851,,1,1,1,,,,,,,,,,,,,,1
UMn2,University of Minnesota,UMn,Minneapolis,Hennepin,Minnesota,44.983333,-93.266667,1,1,1,1,,,,1868,1851,1851,,1,1,1,,,,,,,,,,,,,,1
UMn2,University of Minnesota,UMn,Saint Paul,Ramsey,Minnesota,44.944167,-93.093611,1,1,1,1,,,,1868,1851,1851,,1,1,1,,,,,,,,,,,,,,1
UMn2,University of Minnesota,UMn,Glencoe,McLeod,Minnesota,44.770556,-94.151111,0,,1,1,,,,1868,1851,1851,,1,1,1,,,,,,,,,,,,,,1
AlcSU,Alcorn State University,AlcSU,Lorman,Jefferson,Mississippi,31.820556,-91.05,1,,,1,,,,1871,1871,,,1,,1,,,1,,,,,,,,1,,,1
AlcSU,Alcorn State University,AlcSU,Corinth,Alcorn,Mississippi,34.937222,-88.515278,0,,,1,,,,1871,1871,,,1,,1,,,1,,,,,,,,1,,,1
AlcSU,Alcorn State University,AlcSU,Okolona,Chickasaw,Mississippi,34.005833,-88.750556,0,,,1,,,,1871,1871,,,1,,1,,,1,,,,,,,,1,,,1
AlcSU,Alcorn State University,AlcSU,Holly Springs,Marshall,Mississippi,34.773333,-89.446389,0,,,1,,,,1871,1871,,,1,,1,,,1,,,,,,,,1,,,1
MsSU,Mississippi State University,MsSU,Starkville,Oktibbeha,Mississippi,33.4625,-88.82,1,,1,1,,,,1878,1878,1880,,1,,1,,,,,,,,,,,,,,1
MsSU,Mississippi State University,MsSU,Meridian,Lauderdale,Mississippi,32.374722,-88.704167,0,,1,1,,,,1878,1878,1880,,1,,1,,,,,,,,,,,,,,1
MsSU,Mississippi State University,MsSU,West Point,Clay,Mississippi,33.606111,-88.6525,0,,1,1,,,,1878,1878,1880,,1,,1,,,,,,,,,,,,,,1
SMsU,Southern Mississippi University,SMsU,Hattiesburg,Forrest,Mississippi,31.315833,-89.308611,1,,,,1,,,1910,1910,1912,,1,,,,1,,,,,,,250000,,,6,,2
SMsU,Southern Mississippi University,SMsU,Laurel,Jones,Mississippi,31.6975,-89.139444,0,,,,1,,,1910,1910,1912,,1,,,,1,,,,,,,230000,,,2,,2
SMsU,Southern Mississippi University,SMsU,Jackson,Hinds,Mississippi,32.298889,-90.184722,0,,,,1,,,1910,1910,1912,,1,,,,1,,,,,,,200000,,,1,,2
SMsU,Southern Mississippi University,SMsU,Meridian,Lauderdale,Mississippi,32.374722,-88.704167,0,,,,1,,,1910,1910,1912,,1,,,,1,,,,,,,,,,,,1
