City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Atherton,250001,California,4.2,5.7,7.8,5.7,9.1,4.9,5.8,7.5,15.8,17.7,11.3,7.0,3.2,7034
Hidden Hills,250001,California,1.9,6.9,9.0,6.9,12.0,3.6,4.2,8.5,21.6,18.6,8.7,3.2,1.8,1749
Hillsborough,250001,California,4.8,9.3,8.2,9.3,7.0,3.3,3.6,11.7,17.6,15.4,10.6,5.6,2.9,11148
Ladera,250001,California,10.2,7.3,9.0,7.3,8.0,2.5,3.0,9.8,13.8,15.6,12.6,6.1,2.1,1497
Los Altos Hills,250001,California,3.1,5.3,9.4,5.3,6.3,2.0,5.3,8.1,18.9,17.8,12.5,7.6,3.6,8244
Portola Valley,250001,California,4.5,3.0,6.1,3.0,5.4,1.3,7.4,5.7,16.6,18.3,14.7,9.4,7.6,4478
Piedmont,247171,California,3.8,9.9,9.6,9.9,5.3,4.3,5.5,11.8,16.9,17.8,10.2,3.1,2.0,10957
Kentfield,246771,California,3.0,7.1,10.0,7.1,5.6,3.0,4.5,12.6,15.1,16.5,14.5,6.7,1.4,6667
Woodside,242143,California,2.5,6.6,7.9,6.6,9.3,2.1,4.4,8.0,19.9,16.8,11.3,7.6,3.6,5427
Monte Sereno,238606,California,3.3,8.0,7.7,8.0,7.9,2.9,4.3,9.6,18.1,17.0,9.7,8.6,3.0,3462
Loyola,238177,California,4.3,7.6,8.2,7.6,7.7,2.7,4.5,12.2,19.9,13.3,12.1,5.3,2.3,3463
Rolling Hills,227250,California,1.5,3.6,7.1,3.6,8.3,3.3,4.6,5.7,14.4,18.1,16.3,13.0,4.1,1689
Bell Canyon,215441,California,1.3,4.7,10.0,4.7,8.9,5.6,6.1,9.9,17.2,24.8,7.8,2.9,0.8,2289
Orinda,213021,California,4.9,6.7,8.6,6.7,6.1,3.9,4.5,13.6,16.2,15.4,10.5,5.9,3.7,18390
Norris Canyon,205625,California,6.4,14.2,11.8,14.2,6.9,9.2,3.4,15.1,19.9,10.3,1.1,0.8,0.9,1227
Palos Verdes Estates,203241,California,4.5,6.3,8.2,6.3,7.2,2.7,5.7,9.5,18.7,13.7,12.0,8.0,3.5,13568
Ross,200833,California,7.3,8.9,10.5,8.9,4.7,2.9,4.2,11.9,16.3,18.6,7.3,5.7,1.7,2227
Saratoga,197332,California,2.9,5.9,9.2,5.9,6.9,3.1,5.0,11.8,19.9,15.5,9.9,6.2,3.7,30627
Blackhawk,195833,California,3.8,4.6,7.3,4.6,7.3,2.9,3.9,11.6,18.4,24.3,12.0,2.5,1.4,9297
West Menlo Park,192250,California,3.6,9.0,11.8,9.0,6.1,3.4,10.2,14.9,15.9,11.7,7.3,3.9,2.2,3743
Los Altos,190938,California,5.4,8.7,7.3,8.7,5.6,2.3,5.1,13.6,16.7,14.7,10.1,6.4,4.1,29762
Emerald Lake Hills,188654,California,5.4,5.7,6.8,5.7,5.1,5.1,5.7,14.3,18.6,17.6,10.4,4.3,1.1,4519
Belvedere,181833,California,3.0,8.0,5.4,8.0,6.0,1.2,2.8,9.2,11.8,18.4,16.0,9.3,9.0,2036
Sausalito,180898,California,3.4,2.1,1.5,2.1,0.7,4.4,10.9,15.8,17.1,20.2,17.4,4.4,2.1,7043
Manhattan Beach,177532,California,5.2,7.5,7.5,7.5,5.2,3.4,11.0,14.8,17.7,13.0,8.3,4.2,2.2,35534
Lafayette,176250,California,4.6,8.2,7.9,8.2,6.2,4.8,6.4,13.4,16.7,14.1,9.6,5.3,2.8,24685
Santa Rosa Valley,175466,California,3.9,6.5,6.3,6.5,7.9,6.6,6.1,7.6,21.8,18.2,9.2,2.7,3.2,3422
Stanford,173750,California,3.0,2.0,1.3,2.0,28.7,35.1,15.4,3.5,2.8,3.7,2.6,1.3,0.6,13506
Coto De Caza,172654,California,4.5,5.2,10.3,5.2,10.5,3.5,6.2,10.6,24.2,14.7,7.3,2.4,0.7,14647
Alamo,171633,California,4.9,6.2,9.0,6.2,8.6,3.6,5.6,10.3,17.5,16.2,11.1,5.2,1.7,15639
Tiburon,170915,California,4.1,6.9,7.1,6.9,4.8,4.1,6.1,9.6,16.8,14.6,13.9,8.7,3.5,9100
La Canada Flintridge,169482,California,4.1,6.4,8.4,6.4,9.2,6.7,5.3,9.9,18.7,15.1,8.3,6.1,1.9,20477
Malibu,169241,California,3.3,4.5,5.4,4.5,6.4,7.8,6.6,9.0,16.3,19.0,11.5,5.7,4.5,12830
Hermosa Beach,167750,California,5.8,5.6,4.2,5.6,2.7,4.5,21.3,17.8,15.8,11.7,6.2,2.7,1.7,19725
Palo Alto,167440,California,4.9,6.5,7.3,6.5,5.5,4.5,13.3,14.2,15.0,11.6,8.7,5.3,3.1,65998
Mill Valley,167061,California,5.4,7.6,6.5,7.6,7.0,1.3,4.9,15.0,17.5,14.4,11.6,5.9,3.0,14178
Moraga,163951,California,4.4,6.4,5.5,6.4,12.5,7.4,4.4,9.8,14.1,16.0,11.4,5.6,2.6,16549
Tamalpais-Homestead Valley,162628,California,4.4,7.3,7.0,7.3,6.3,2.6,6.0,17.2,15.4,18.6,10.7,3.0,1.5,10331
La Honda,162552,California,3.5,3.2,1.9,3.2,15.7,5.3,10.1,2.2,23.4,12.2,17.5,2.2,3.0,741
Highlands-Baywood Park,162235,California,5.7,6.6,4.8,6.6,7.6,3.9,4.6,15.3,16.5,13.8,8.4,10.6,2.4,4298
Montecito,160417,California,3.0,4.8,6.9,4.8,12.4,9.3,3.8,9.5,9.9,16.1,12.6,7.7,4.1,9444
San Carlos,158853,California,6.4,7.9,6.2,7.9,4.8,3.2,9.8,16.4,17.2,13.5,7.5,4.9,2.4,29166
El Granada,158309,California,5.8,6.7,5.2,6.7,5.6,4.5,10.7,12.9,18.9,18.1,8.1,2.7,1.0,5377
Cupertino,158053,California,5.9,8.2,8.1,8.2,6.6,3.5,8.6,17.9,17.7,10.5,6.7,4.1,2.3,59787
Villa Park,157910,California,2.1,5.6,4.6,5.6,8.4,5.8,6.8,8.3,19.2,14.0,14.1,9.3,1.9,5911
Danville,157842,California,5.5,8.3,8.5,8.3,7.1,2.5,6.0,12.4,18.2,15.7,8.1,5.0,2.7,42891
Los Gatos,157796,California,4.8,6.5,6.9,6.5,5.4,3.3,8.9,12.9,18.1,13.7,10.0,7.1,2.4,30163
San Miguel,157768,California,8.6,8.9,3.6,8.9,5.6,3.3,7.7,16.8,17.0,17.5,7.2,2.1,1.6,3355
Menlo Park,156439,California,7.2,8.3,6.3,8.3,3.8,4.3,15.3,14.9,14.3,12.0,7.3,3.8,2.4,32792
Kensington,156179,California,4.2,4.9,7.6,4.9,2.6,2.0,9.1,14.8,15.4,17.2,12.5,6.2,3.6,5351
San Marino,154050,California,5.4,6.1,7.5,6.1,5.9,5.4,6.9,10.8,18.1,15.4,9.8,5.8,3.0,13294
Rolling Hills Estates,154043,California,3.5,5.3,9.3,5.3,6.9,2.7,4.8,9.3,20.3,13.3,12.2,9.9,2.6,8184
Newport Beach,153709,California,3.9,5.2,5.8,5.2,4.7,6.0,12.7,12.2,15.3,14.5,11.1,5.7,3.0,86594
San Ramon,151494,California,6.4,9.8,9.0,9.8,6.6,3.4,10.4,19.5,17.2,9.3,5.3,2.3,0.9,73826
Ladera Ranch,149125,California,11.6,12.7,9.5,12.7,6.2,2.9,9.0,23.3,14.9,5.5,3.1,0.9,0.5,26010
Montara,148273,California,5.3,7.7,3.5,7.7,7.0,2.1,5.6,12.2,30.7,17.5,4.8,1.5,2.0,2880
Lexington Hills,147188,California,6.4,9.7,3.9,9.7,4.8,1.8,10.6,10.7,23.1,19.1,8.0,1.1,0.9,2367
Lucas Valley-Marinwood,145491,California,4.1,6.1,6.1,6.1,6.7,2.9,5.9,10.3,19.4,17.5,12.4,4.5,4.3,6168
Westlake Village,145106,California,3.9,4.9,6.9,4.9,8.5,3.4,6.9,9.6,15.7,16.4,12.5,8.9,2.4,8393
Belmont,142446,California,6.9,5.8,5.8,5.8,5.0,5.1,11.3,16.8,15.1,13.1,7.8,4.7,2.6,26503
Clayton,141623,California,4.5,5.1,7.7,5.1,9.4,5.1,7.3,8.4,22.0,14.1,11.2,4.0,1.4,11328
Corte Madera,141143,California,6.3,6.8,7.5,6.8,6.1,2.9,5.5,14.4,17.2,15.8,8.7,7.3,1.5,9478
North Tustin,140609,California,4.4,5.0,6.7,5.0,8.1,4.6,7.3,11.4,15.0,17.1,11.0,6.9,2.7,25724
Pleasanton,140311,California,5.4,7.3,8.6,7.3,7.7,4.7,9.3,14.3,18.9,11.9,6.9,3.8,1.3,73164
Las Flores,140000,California,10.6,7.6,10.6,7.6,7.2,3.0,14.1,18.6,15.8,7.8,2.7,1.7,0.5,6311
Laguna Beach,138869,California,3.0,3.3,6.3,3.3,5.4,3.0,6.9,13.6,18.2,17.9,16.1,4.9,1.6,23114
Rancho Palos Verdes,137506,California,3.5,6.8,7.0,6.8,6.0,3.5,5.7,10.3,18.1,13.8,12.0,9.5,3.9,42282
Calabasas,136724,California,3.5,7.5,8.8,7.5,7.9,4.9,7.9,13.2,17.9,14.8,8.5,4.4,0.9,23956
Rossmoor,135833,California,5.0,5.1,8.2,5.1,6.6,5.3,7.1,10.6,19.5,12.9,9.8,7.2,2.6,10816
Granite Bay,135583,California,4.5,7.1,8.2,7.1,8.0,4.6,4.3,13.3,19.3,16.0,9.0,4.0,1.6,22646
Oak Park,134178,California,5.2,5.8,10.6,5.8,8.9,4.5,7.7,13.2,19.1,16.0,5.5,2.7,0.9,14512
Fairfax,132545,California,5.1,7.4,5.5,7.4,4.4,2.9,9.6,16.8,17.6,18.3,7.2,3.5,1.8,7546
Burlingame,132210,California,7.4,7.1,5.4,7.1,4.3,4.1,11.6,19.0,16.6,11.3,7.1,3.6,2.3,29618
Saranap,131675,California,7.0,11.1,5.0,11.1,6.1,3.1,12.1,13.3,16.0,14.4,7.4,3.2,1.3,5591
Reliez Valley,131161,California,2.3,1.6,10.1,1.6,4.9,1.7,4.2,10.4,21.8,19.2,8.0,8.4,7.3,3677
Foster City,130566,California,6.3,6.3,5.8,6.3,4.6,3.5,13.8,17.2,13.8,12.6,9.4,4.9,2.0,31809
Los Olivos,129875,California,0.9,3.1,7.7,3.1,6.1,4.3,6.1,8.9,20.3,19.8,13.6,5.8,3.5,913
Green Valley,129531,California,4.3,4.1,2.0,4.1,6.0,3.6,20.4,10.7,16.1,19.0,6.5,4.4,3.0,1022
El Dorado Hills,129292,California,5.6,8.6,8.6,8.6,7.6,5.2,6.4,13.4,17.9,13.5,8.3,3.4,1.5,43862
Dublin,128737,California,7.1,6.5,6.3,6.5,5.3,5.1,17.1,18.7,16.2,9.5,5.9,1.9,0.5,49694
Yorba Linda,128542,California,6.1,6.2,7.5,6.2,6.8,6.1,10.1,12.2,17.6,14.0,8.2,3.6,1.7,66335
Minkler,128482,California,14.1,6.5,2.6,6.5,2.8,3.7,8.4,10.7,12.3,14.7,7.2,9.4,7.6,1066
Mission Canyon,128438,California,3.0,4.5,5.4,4.5,6.0,6.0,9.1,7.9,15.4,25.0,12.1,4.4,1.4,2531
Granite Hills,126618,California,3.6,5.2,4.4,5.2,8.1,3.6,9.1,8.8,17.1,19.6,9.5,8.8,2.4,3438
Del Monte Forest,126250,California,1.8,2.8,3.9,2.8,10.6,22.3,8.3,4.9,5.5,14.8,12.3,10.1,2.9,6439
Laguna Niguel,126029,California,5.4,5.6,5.9,5.6,6.5,5.6,10.7,12.5,16.7,17.2,8.7,3.8,1.4,64299
Topanga,125946,California,7.7,8.6,5.7,8.6,4.2,2.4,9.0,11.2,23.6,13.4,7.7,5.0,1.6,8923
Rio Del Mar,125740,California,2.1,5.7,6.2,5.7,5.1,5.4,7.7,8.6,15.8,21.4,14.1,4.1,3.8,9240
Stevenson Ranch,125459,California,5.7,8.6,11.4,8.6,9.5,4.7,7.6,17.1,19.3,8.7,4.5,2.2,0.8,18832
Castle Hill,124167,California,3.2,3.9,7.0,3.9,2.9,4.7,5.2,8.8,14.5,21.3,18.7,3.4,6.4,1223
Tres Pinos,124000,California,4.4,5.5,11.6,5.5,2.8,2.0,17.5,14.7,18.8,15.8,4.6,0.9,1.5,457
Del Mar,123938,California,1.8,5.5,4.5,5.5,3.1,0.8,16.6,9.5,17.7,16.8,14.3,8.2,1.3,4242
Beverly Hills,123636,California,4.3,4.9,5.8,4.9,6.3,5.5,14.4,11.4,15.8,11.5,9.5,6.6,4.2,34536
Redondo Beach,123561,California,6.9,6.3,5.0,6.3,4.3,4.1,15.4,18.6,17.1,11.4,6.5,3.2,1.3,67511
East Foothills,122969,California,4.6,5.2,6.0,5.2,5.1,6.4,8.2,14.8,16.4,16.2,8.1,6.0,3.2,6479
San Anselmo,122857,California,2.9,8.3,8.7,8.3,5.8,3.3,6.0,14.9,17.2,16.9,10.9,4.3,1.0,12527
Aliso Viejo,122390,California,8.5,6.4,7.0,6.4,6.4,5.0,14.8,18.4,17.7,8.7,5.1,1.0,1.0,49437
Deer Park,122361,California,0.8,1.9,10.5,1.9,2.0,0.8,4.8,4.7,15.8,18.6,12.9,6.9,20.5,1072
Rosedale,121866,California,5.5,7.8,7.4,7.8,7.1,7.1,10.3,12.6,17.9,13.8,7.4,2.4,0.8,14826
San Martin,121154,California,3.6,5.4,6.1,5.4,8.5,5.8,9.8,10.1,20.5,14.6,10.2,4.2,1.3,7081
Rancho Santa Margarita,120863,California,6.2,7.7,8.8,7.7,7.9,6.3,11.8,15.3,19.2,10.5,3.5,2.3,0.6,48758
Del Rey Oaks,120417,California,5.4,4.1,5.7,4.1,2.7,5.3,13.0,14.1,15.6,14.6,11.4,5.0,3.1,1727
Mountain View,119081,California,6.7,6.1,4.9,6.1,4.2,5.4,20.4,17.4,13.9,10.0,6.1,3.1,1.6,76741
Agoura Hills,118673,California,4.8,5.9,7.6,5.9,7.7,4.7,9.1,13.8,19.1,14.7,8.3,3.3,1.0,20630
Ladera Heights,118456,California,2.9,3.0,7.4,3.0,6.9,5.9,7.1,10.7,15.4,20.0,9.4,5.5,5.9,7362
Sunnyvale,117982,California,8.5,6.2,5.3,6.2,4.5,5.0,20.3,15.9,13.4,9.8,5.9,3.7,1.6,145921
Del Rio,117730,California,7.7,3.7,8.5,3.7,6.8,2.3,12.2,4.0,20.6,14.4,11.3,5.3,3.2,1769
Ridgemark,117672,California,2.3,4.6,9.7,4.6,7.4,4.0,7.1,9.0,19.6,13.4,12.7,6.1,4.2,3471
Bradbury,116667,California,4.5,2.0,2.7,2.0,3.4,7.0,7.9,8.8,20.8,15.7,15.6,8.5,3.0,845
Thousand Oaks,116599,California,4.5,6.9,6.9,6.9,7.9,5.5,10.1,12.5,16.1,13.8,8.7,4.5,2.7,128126
Folsom,116527,California,6.2,7.2,6.7,7.2,5.5,6.0,12.7,17.0,16.5,11.5,5.8,3.3,1.5,73334
Rancho Murieta,116284,California,4.8,4.9,5.2,4.9,5.7,2.9,6.5,11.2,12.4,19.8,18.8,5.8,2.0,5804
Gold River,115926,California,2.7,6.2,6.7,6.2,7.0,3.0,6.8,9.0,17.0,20.6,11.4,7.0,2.7,7658
Auburn Lake Trails,115853,California,5.3,8.4,7.8,8.4,6.6,4.1,11.0,14.3,15.6,11.1,6.2,4.9,4.7,3839
Bolinas,115741,California,3.6,4.9,4.1,4.9,3.6,5.6,6.0,16.3,10.9,21.2,18.5,3.4,2.1,1403
Larkspur,115363,California,3.5,4.6,7.0,4.6,5.4,2.3,8.4,13.0,17.3,15.0,13.9,5.9,3.9,12131
Carmel Valley Village,115333,California,3.3,1.9,7.9,1.9,8.0,4.5,7.0,7.3,13.3,26.5,11.9,4.8,3.5,4321
Scotts Valley,115324,California,6.5,4.7,7.0,4.7,10.3,6.2,9.2,12.0,15.6,14.2,7.2,3.8,3.2,11711
Berkeley,114720,California,3.8,3.6,3.1,3.6,10.3,17.5,17.0,11.0,10.1,10.6,7.9,3.4,1.8,115688
Rolling Hills CDP,114107,California,3.7,4.5,6.5,4.5,8.4,4.1,6.1,6.5,14.1,17.8,23.9,2.6,1.9,921
Discovery Bay,114085,California,6.0,8.4,9.0,8.4,5.3,4.9,8.8,16.5,18.4,10.8,7.1,3.8,1.1,14315
Santa Monica,113956,California,4.4,3.6,3.5,3.6,3.9,6.5,19.4,15.9,14.6,12.5,8.0,5.1,2.6,91619
La Habra Heights,113833,California,4.0,6.0,6.1,6.0,8.2,3.6,3.7,10.0,17.3,13.3,14.7,9.6,3.5,5398
Jamul,113799,California,5.5,4.6,6.4,4.6,7.1,6.0,9.6,11.3,17.3,15.6,10.6,5.1,0.9,5445
Pacifica,113750,California,5.0,6.1,6.6,6.1,5.6,5.3,12.2,13.9,16.8,16.0,7.7,3.2,1.7,38283
Hercules,113447,California,5.9,5.9,6.3,5.9,7.2,6.5,14.1,12.9,16.4,14.0,7.4,2.4,1.1,24596
Benicia,113235,California,5.1,6.4,7.5,6.4,6.6,5.0,10.8,11.0,17.6,16.2,9.0,4.1,0.7,27450
San Clemente,113018,California,5.9,7.2,7.2,7.2,7.1,5.3,9.7,14.5,16.0,13.0,8.1,4.1,2.1,64673
Coronado,112608,California,4.7,5.2,5.3,5.2,6.3,11.4,13.1,10.9,12.2,13.9,8.0,5.1,3.9,24333
Cambrian Park,112500,California,2.3,10.4,6.5,10.4,3.9,3.3,13.8,18.2,13.8,13.2,7.8,3.8,2.9,3318
Monument Hills,112422,California,2.9,3.2,9.1,3.2,0.9,3.5,12.1,15.8,15.5,27.1,8.3,1.2,0.4,1469
Fremont,112347,California,6.9,7.2,6.6,7.2,5.3,5.2,14.6,16.9,15.3,11.1,6.2,3.4,1.5,221654
Solana Beach,112217,California,3.7,4.6,5.5,4.6,5.7,2.8,12.4,15.4,14.9,14.9,11.3,6.0,2.8,13146
Walnut Creek,112114,California,4.3,4.3,5.0,4.3,4.6,4.4,10.9,12.3,14.4,12.7,11.8,9.9,5.5,65923
Livermore,111950,California,6.8,6.4,6.7,6.4,6.3,5.8,12.5,14.2,17.3,12.7,6.6,3.5,1.4,83901
Encinitas,111696,California,6.3,6.0,5.2,6.0,4.8,4.9,13.3,14.9,15.2,15.4,8.1,3.8,2.2,61008
Sierra Madre,111389,California,7.0,6.5,4.7,6.5,3.7,2.7,9.8,14.9,16.7,16.3,11.4,4.5,1.8,11060
San Pasqual,110833,California,7.8,4.0,3.3,4.0,5.5,1.0,21.7,13.3,15.1,14.5,7.8,3.8,2.3,2143
Mission Viejo,110723,California,5.3,5.6,5.9,5.6,6.9,6.1,10.0,12.6,17.4,14.4,8.5,4.9,2.5,95246
Davis,110692,California,4.3,5.2,4.3,5.2,8.5,26.5,12.4,10.3,10.6,9.0,4.7,2.6,1.6,66093
Channel Islands Beach,110461,California,3.1,4.5,2.3,4.5,7.6,5.3,16.3,14.3,15.2,14.9,11.1,5.0,0.5,2778
Broadmoor,110160,California,5.8,4.7,2.9,4.7,5.0,6.0,17.9,12.5,17.0,15.5,6.5,4.9,1.3,4734
Castaic,110130,California,5.4,7.1,11.0,7.1,9.5,6.3,10.3,14.6,18.6,11.0,3.7,1.5,0.9,18619
Irvine,109956,California,5.5,6.7,6.2,6.7,8.1,9.0,16.0,15.9,13.2,9.9,5.7,2.8,1.1,229850
View Park-Windsor Hills,109939,California,7.8,3.8,4.6,3.8,5.5,3.4,9.3,12.8,17.2,18.5,7.5,5.6,4.1,11374
San Antonio Heights,109766,California,4.1,5.0,4.7,5.0,5.8,7.5,9.5,12.5,17.4,14.1,11.0,5.4,2.8,3097
La Crescenta-Montrose,109722,California,4.9,6.4,7.3,6.4,6.4,5.9,11.5,12.1,19.7,12.4,8.3,3.8,1.3,20241
Eastvale,109717,California,8.9,11.0,7.2,11.0,8.2,5.7,14.1,18.5,11.7,7.8,4.7,1.6,0.6,55298
Santa Clara,109672,California,7.8,6.0,5.4,6.0,6.8,6.9,18.6,16.8,12.7,8.9,5.1,3.3,1.5,119525
Lake Forest,109426,California,5.7,6.1,7.3,6.1,7.1,6.4,13.1,14.4,17.9,11.9,6.0,2.8,1.3,78940
Poway,109110,California,6.3,6.2,6.6,6.2,8.2,6.1,10.6,13.6,15.6,13.6,7.6,3.7,1.9,49040
Pleasant Hill,108900,California,5.7,5.3,4.7,5.3,5.4,7.5,13.1,14.1,15.5,14.2,7.6,3.2,3.7,33842
Claremont,108739,California,3.4,5.4,6.6,5.4,11.7,9.3,9.6,10.8,12.5,13.1,9.3,5.3,3.2,35569
Half Moon Bay,108700,California,5.3,4.6,6.4,4.6,5.6,4.2,10.2,14.1,15.4,16.7,11.0,5.0,1.7,11803
Moorpark,108628,California,5.5,6.8,7.8,6.8,8.1,7.9,12.4,13.1,18.3,11.7,5.0,2.2,1.2,35033
Rose Hills,108438,California,3.5,2.6,8.2,2.6,8.2,6.5,12.6,15.4,15.0,14.1,11.0,2.2,0.7,3260
Morgan Hill,108037,California,7.5,7.4,7.3,7.4,7.3,6.2,11.0,14.8,16.3,11.7,6.5,2.9,1.2,39875
Indian Wells,108000,California,0.1,0.9,0.7,0.9,2.2,1.5,1.1,2.4,9.6,20.6,30.6,20.4,10.0,5089
Walnut,107750,California,3.5,5.2,6.6,5.2,7.4,7.9,10.9,11.8,16.0,17.0,8.8,3.5,1.3,29822
Moss Beach,107083,California,6.3,8.2,8.9,8.2,6.3,1.8,8.3,11.0,16.6,16.7,8.6,4.5,2.8,3435
South Pasadena,107015,California,5.1,6.3,7.1,6.3,6.7,3.9,14.7,16.8,15.2,12.0,6.6,4.0,1.6,25914
Carlsbad,106924,California,5.8,6.7,7.0,6.7,5.2,5.0,11.1,15.1,16.2,13.1,7.5,4.9,2.5,109296
San Mateo,106876,California,6.7,5.8,4.6,5.8,5.3,5.4,15.5,16.3,14.1,11.9,7.0,4.7,2.9,100114
Mcswain,106736,California,4.2,7.2,7.2,7.2,9.0,6.6,5.9,10.9,18.4,15.3,10.0,3.4,1.9,4531
Millbrae,106051,California,4.6,5.5,5.3,5.5,6.2,5.1,10.6,12.4,15.6,15.7,8.7,6.3,3.9,22177
Chino Hills,105911,California,6.0,6.2,8.4,6.2,7.3,7.9,11.3,14.8,17.6,12.6,4.8,2.3,0.9,76187
La Selva Beach,105833,California,5.2,7.2,7.1,7.2,4.1,0.9,10.1,9.9,15.2,19.9,10.8,5.9,3.9,2932
Marina Del Rey,105762,California,3.4,3.2,1.8,3.2,0.9,2.8,25.0,20.8,13.8,15.1,9.5,3.3,0.4,9157
Woodacre,104783,California,2.1,5.3,9.3,5.3,4.8,3.1,5.4,8.1,21.1,23.5,10.0,3.0,4.3,1778
Bonny Doon,104609,California,3.3,4.0,4.1,4.0,4.6,5.5,9.3,13.5,21.0,19.3,10.8,2.9,1.8,2752
El Cerrito,104524,California,5.3,5.0,3.7,5.0,4.5,4.8,13.9,13.9,14.5,15.8,9.9,5.1,3.7,24136
Penngrove,104271,California,7.6,9.7,5.0,9.7,2.2,4.0,10.3,12.4,15.9,20.3,7.1,4.3,1.3,2928
March Arb,104013,California,6.3,1.7,0.5,1.7,1.9,7.8,4.3,7.5,14.3,7.4,10.6,17.4,20.3,1129
San Diego Country Estates,103806,California,4.5,5.6,8.7,5.6,8.8,4.4,9.4,13.4,17.7,15.1,7.7,3.9,0.8,10191
Elkhorn,103750,California,2.5,5.5,3.0,5.5,10.5,1.8,12.6,16.6,16.7,15.3,7.4,5.9,2.3,1342
Strawberry,103676,California,5.7,4.6,5.9,4.6,5.7,5.3,15.2,13.2,13.5,14.2,10.2,4.6,1.9,5684
Boulder Creek,103583,California,4.6,4.2,4.1,4.2,5.0,4.6,8.7,16.1,17.5,20.7,12.8,0.8,0.9,4741
Campbell,103539,California,6.0,6.1,4.9,6.1,6.2,5.8,17.8,15.3,15.9,11.2,5.2,4.0,1.9,40327
Kenwood,103505,California,4.7,6.3,6.0,6.3,1.3,13.5,5.9,7.6,12.5,27.1,6.8,4.7,3.7,1075
Dana Point,103457,California,5.1,4.7,4.9,4.7,4.2,5.1,12.5,12.7,15.3,17.3,10.1,5.4,2.9,33861
Fruitdale,103333,California,10.3,3.4,0.8,3.4,0.4,12.8,11.9,22.6,10.9,20.4,2.5,0.6,3.4,1089
Laguna Hills,103304,California,4.7,5.5,6.2,5.5,6.7,5.7,12.6,13.0,14.4,16.3,7.7,4.1,3.1,30768
Camanche Village,103214,California,7.3,8.7,6.3,8.7,6.0,1.2,13.3,19.1,7.6,7.9,16.1,2.1,4.5,840
El Segundo,103205,California,6.1,4.5,8.0,4.5,7.6,4.5,13.7,15.7,17.5,11.9,5.2,3.3,2.1,16839
Hartley,103060,California,2.9,2.7,9.2,2.7,6.6,5.0,11.9,10.9,19.1,14.0,14.5,2.8,0.5,2458
Toro Canyon,103056,California,4.3,7.3,3.7,7.3,3.1,5.5,6.6,8.1,11.4,22.8,16.6,7.9,2.8,1476
Agua Dulce,102989,California,3.6,2.8,5.6,2.8,10.8,3.4,5.5,9.6,19.2,20.7,13.2,4.9,0.7,2898
Camarillo,102201,California,6.2,6.1,6.5,6.1,5.9,5.6,12.2,12.5,14.6,12.2,9.0,6.0,3.2,65985
Milpitas,102005,California,6.2,6.3,5.8,6.3,5.5,5.8,16.5,16.0,15.2,12.2,6.3,3.5,0.9,69346
Brentwood,100925,California,6.0,8.5,8.6,8.5,9.2,5.0,9.6,15.8,15.0,9.6,7.1,4.1,1.6,54062
Cerritos,100919,California,4.2,5.2,6.0,5.2,6.8,6.5,9.8,12.5,15.0,14.8,11.5,5.4,2.4,49599
Santa Susana,100750,California,2.6,0.9,3.6,0.9,7.3,4.0,9.2,9.2,30.3,27.3,2.4,2.1,0.9,989
Middletown,100625,California,8.3,4.9,9.4,4.9,2.7,6.1,3.9,9.6,10.0,19.5,16.3,8.3,1.0,1073
Martinez,100577,California,4.7,6.0,5.7,6.0,6.4,5.0,11.8,13.8,17.6,15.9,8.1,3.9,1.2,36876
Fairview,100551,California,5.4,5.4,4.2,5.4,6.5,4.5,15.3,12.5,15.0,15.8,8.9,4.0,2.5,9852
Nicolaus,100417,California,1.5,4.9,8.3,4.9,1.0,8.3,9.8,4.4,36.1,9.8,11.2,3.4,1.5,205
Casa Conejo,100125,California,4.5,6.7,8.5,6.7,9.4,6.0,10.8,16.1,15.2,11.5,6.4,3.4,1.7,3699
Bonita,99860,California,4.9,5.2,5.8,5.2,6.3,7.2,9.0,15.7,11.4,14.8,10.5,7.0,2.2,13864
Culver City,99860,California,4.9,5.6,6.2,5.6,4.5,5.5,15.1,17.0,14.1,12.2,8.4,4.2,2.4,39353
Rancho Mirage,99677,California,0.9,3.4,4.0,3.4,3.2,2.1,3.4,8.0,13.3,16.2,21.4,17.0,7.0,17634
Santa Ynez,99519,California,1.8,2.2,7.9,2.2,9.2,4.6,2.4,11.9,25.8,16.7,9.3,4.4,3.7,4909
Acton,99448,California,3.2,5.5,7.1,5.5,6.0,6.4,4.6,13.2,21.1,20.0,9.0,3.9,0.1,6956
Wilton,99135,California,3.8,6.2,8.5,6.2,5.4,4.0,11.4,7.3,15.9,17.9,10.2,7.7,1.9,4670
El Sobrante CDP,99126,California,8.1,9.7,9.0,9.7,5.7,7.6,13.1,15.9,13.6,12.0,3.9,1.3,0.2,14855
Brea,98944,California,5.5,6.6,6.1,6.6,6.5,7.7,12.8,14.9,13.7,13.0,7.3,3.9,2.1,40443
