City,Median Income_x,State,Percentage of Population Age 5 or Less,Percentage of Population Age 5 to 9_x,Percentage of Population Age 10 to 14,Percentage of Population Age 5 to 9_y,Percentage of Population Age 15 to 19,Percentage of Population Age 20 to 24,Percentage of Population Age 25 to 34,Percentage of Population Age 45 to 44,Percentage of Population Age 45 to 54,Percentage of Population Age 55 to 64,Percentage of Population Age 65 to 74,Percentage of Population Age 75 to 84,Percentage of Population Age 85 or Older,Population
Santa Ana,50505,California,8.5,7.9,8.1,7.9,8.0,9.4,16.3,14.8,12.0,7.7,4.2,2.1,1.0,331266
San Andreas,50500,California,4.6,11.6,2.9,11.6,0.4,4.7,12.7,14.8,10.0,16.7,9.9,6.2,5.6,2829
Pomona,50475,California,7.6,7.7,7.3,7.7,8.9,10.0,14.7,13.3,12.3,9.7,4.6,2.6,1.2,151142
San Ardo,50438,California,17.9,11.8,0.5,11.8,7.3,13.1,13.9,9.9,11.1,7.6,3.6,2.2,1.2,647
Sky Valley,50391,California,3.9,4.1,10.0,4.1,6.1,2.7,12.8,6.4,12.4,17.3,12.7,8.6,3.1,2493
Big Bear City,50346,California,6.8,3.1,6.2,3.1,5.3,8.8,10.5,8.3,15.9,19.9,8.4,5.3,1.6,12563
Shasta Lake,50343,California,5.3,7.0,7.7,7.0,5.5,4.0,11.7,13.3,13.8,14.6,9.8,5.6,1.6,10143
El Cajon,50257,California,7.7,6.8,6.8,6.8,7.6,8.7,15.4,12.1,13.5,9.8,6.1,3.5,2.0,101582
Willits,50233,California,7.3,4.5,2.9,4.5,4.1,10.5,8.7,10.5,16.2,18.7,7.6,7.1,1.7,4853
Indianola,50208,California,6.6,8.9,2.7,8.9,3.8,3.4,16.3,5.3,23.7,15.2,10.7,2.4,1.0,889
Sanger,50206,California,9.7,8.7,8.1,8.7,7.0,7.9,13.8,14.3,10.1,9.5,4.6,4.2,2.2,24587
Country Club,50168,California,7.2,5.5,5.6,5.5,7.2,8.3,13.7,12.3,12.9,13.0,6.8,4.3,3.3,10018
Stockton,50166,California,8.1,8.1,8.1,8.1,8.3,8.2,14.3,12.4,11.6,10.3,6.0,3.2,1.5,297223
Jackson,50150,California,5.2,8.8,5.1,8.8,6.9,3.8,8.0,14.8,11.4,14.2,10.6,5.3,6.0,4616
Hesperia,50027,California,8.0,8.9,8.3,8.9,9.5,7.4,13.0,12.0,13.2,10.0,5.7,2.9,1.1,91757
Geyserville,49931,California,4.7,8.1,5.4,8.1,8.8,5.0,9.1,16.4,12.6,16.4,10.1,2.1,1.5,879
Waterford,49583,California,7.2,10.0,9.6,10.0,11.4,7.3,11.4,12.1,16.2,9.6,3.8,0.6,0.8,8579
Greenfield,49544,California,13.4,9.0,8.2,9.0,7.5,10.3,19.1,9.9,10.2,8.1,1.8,1.8,0.8,16715
Mono Vista,49412,California,8.3,7.6,2.4,7.6,2.6,5.7,17.1,6.9,16.4,9.0,10.8,9.7,3.5,1979
Tehama,49286,California,2.8,12.1,6.6,12.1,3.5,2.8,8.3,23.2,8.3,13.6,9.3,5.8,3.8,397
Clarksburg,49130,California,1.5,9.1,6.9,9.1,4.9,3.7,9.6,6.4,16.5,20.0,5.9,7.9,7.6,406
East Hemet,49055,California,7.2,8.8,7.4,8.8,8.6,7.3,12.9,11.1,13.7,11.5,6.4,3.6,1.4,18188
Barstow,48977,California,10.6,6.5,7.8,6.5,9.1,7.7,11.9,12.9,13.0,9.9,5.2,4.2,1.3,23110
Ceres,48964,California,8.2,8.2,8.6,8.2,7.7,8.3,15.4,12.5,12.7,9.2,5.0,3.0,1.2,46570
Watsonville,48957,California,9.1,8.6,7.7,8.6,8.6,9.4,13.5,13.8,11.5,8.7,4.6,2.7,1.7,52085
Kerman,48822,California,12.4,8.9,10.5,8.9,5.3,7.1,18.7,13.3,10.3,6.4,3.9,2.5,0.8,14110
West Rancho Dominguez,48736,California,7.5,7.3,7.3,7.3,8.2,8.6,12.2,11.2,15.0,10.3,6.2,4.1,2.2,21739
Ashland,48571,California,8.2,7.2,8.2,7.2,9.2,7.3,16.7,15.3,10.9,9.8,3.8,1.9,1.5,23360
Bangor,48409,California,2.8,0.7,15.1,0.7,6.6,1.6,7.7,9.6,21.6,13.0,11.7,6.8,3.0,575
Chester,48409,California,6.5,4.4,9.6,4.4,3.6,2.1,10.0,9.9,12.4,17.4,15.9,6.4,2.0,1978
Blythe,48400,California,4.2,4.8,5.3,4.8,5.6,7.7,17.6,16.0,19.9,11.0,4.7,2.4,0.8,20101
Bertsch-Oceanview,48269,California,10.0,7.3,7.5,7.3,7.7,5.7,11.3,10.5,12.9,11.5,10.4,2.8,2.3,2568
Colfax,48269,California,7.8,4.4,6.0,4.4,5.8,12.6,12.3,9.9,19.6,13.6,4.3,3.3,0.5,2424
Perris,48265,California,8.3,10.0,10.2,10.0,10.3,8.5,14.5,14.1,11.8,7.4,3.2,1.4,0.3,71377
Bloomington,48091,California,7.4,8.1,9.4,8.1,9.9,8.4,12.6,15.4,13.9,7.9,4.3,2.1,0.6,25228
Delhi,48077,California,8.9,9.2,9.6,9.2,10.0,5.4,15.2,14.0,13.6,7.0,5.2,0.7,1.2,9918
Camptonville,47917,California,4.0,1.3,1.3,1.3,4.0,12.7,7.3,7.3,17.3,25.3,12.0,5.3,2.0,150
Upper Lake,47880,California,4.9,14.4,7.0,14.4,8.1,6.2,10.3,13.4,5.2,9.8,12.3,5.0,3.3,755
South El Monte,47702,California,7.5,8.2,7.0,8.2,7.6,7.4,15.6,13.1,12.8,10.7,5.2,3.7,1.1,20375
San Pablo,47666,California,6.9,7.2,7.4,7.2,7.7,8.7,15.9,13.5,13.2,10.0,5.2,3.2,1.3,29516
Gustine,47646,California,7.5,8.0,4.2,8.0,6.8,9.8,14.7,9.0,13.1,14.2,6.1,4.5,2.1,5610
Lockeford,47639,California,4.2,8.5,7.4,8.5,5.3,3.1,18.2,10.2,13.9,14.5,9.6,3.8,1.5,3172
Stanton,47509,California,6.4,8.0,6.9,8.0,7.9,7.3,14.8,14.3,14.3,9.7,5.5,3.4,1.6,38455
Point Arena,47500,California,3.2,4.4,5.4,4.4,10.9,6.9,9.9,13.6,16.1,12.1,10.9,3.7,3.0,405
Cathedral City,47489,California,7.2,7.4,8.3,7.4,7.7,6.9,12.9,12.9,13.6,9.6,7.7,4.3,1.6,52550
Gridley,47438,California,7.4,5.8,8.4,5.8,8.9,8.4,13.2,14.6,11.0,10.1,7.7,3.8,0.7,6566
Lake California,47414,California,6.7,3.8,7.3,3.8,6.7,4.6,10.1,11.8,13.2,15.1,17.5,2.7,0.6,2851
Patton Village,47386,California,3.7,7.3,4.4,7.3,1.4,5.1,16.1,8.5,6.1,28.0,2.7,12.3,4.6,592
Big Bear Lake,47368,California,4.0,4.3,9.4,4.3,5.2,3.1,10.0,14.3,13.3,15.5,11.3,6.9,2.8,5104
Bostonia,47347,California,7.3,7.1,6.8,7.1,8.7,7.1,16.0,12.4,12.4,10.8,6.0,3.8,1.6,16460
Brawley,47344,California,9.5,7.9,8.4,7.9,9.7,6.8,11.9,11.8,14.5,8.6,5.5,4.6,0.8,25478
El Centro,47303,California,8.0,8.5,7.1,8.5,8.0,8.8,13.4,11.9,11.6,11.3,6.4,3.6,1.4,43268
Piru,47281,California,12.5,6.4,8.1,6.4,7.6,8.7,15.1,9.6,14.5,9.8,5.3,2.1,0.5,2078
Mayfair,47278,California,11.9,4.4,6.2,4.4,10.5,10.2,12.7,15.9,12.9,7.1,4.5,3.5,0.2,4512
Joshua Tree,47226,California,8.8,7.3,6.3,7.3,2.4,7.9,11.8,10.5,13.1,15.4,9.9,5.2,1.6,7564
East Rancho Dominguez,47115,California,8.9,6.7,8.5,6.7,10.2,10.3,14.5,14.7,13.2,6.6,4.7,1.8,0.0,15343
Hawthorne,47091,California,7.4,7.7,7.7,7.7,7.1,8.3,17.8,14.3,12.8,9.1,4.7,2.3,0.9,85889
Pine Canyon,47043,California,1.8,9.1,15.3,9.1,8.8,7.4,9.0,9.5,15.4,11.7,6.6,4.6,0.6,2243
Lakeport,46941,California,4.0,7.6,5.8,7.6,4.3,4.9,15.0,6.9,14.1,15.7,10.6,6.9,4.3,4746
Newman,46780,California,9.2,8.7,9.8,8.7,6.8,7.9,14.6,10.6,12.0,11.6,4.8,2.2,1.8,10553
Live Oak,46758,California,7.1,10.2,7.6,10.2,6.3,8.6,13.4,11.6,12.8,11.1,5.9,4.0,1.4,8500
Los Banos,46748,California,8.7,9.0,10.2,9.0,7.8,7.0,13.7,13.2,11.8,9.2,5.8,2.6,1.0,36626
Soledad,46651,California,6.0,7.4,5.7,7.4,4.5,7.9,17.8,19.6,16.3,9.4,3.3,1.3,1.0,26008
Sonora,46597,California,3.5,5.1,7.4,5.1,5.1,8.2,11.3,10.8,14.5,15.4,9.3,7.4,2.2,4844
Valle Vista,46584,California,6.5,7.3,7.4,7.3,7.1,6.4,11.6,11.6,13.9,11.2,8.3,6.7,2.3,15995
Oceano,46545,California,6.9,4.2,7.3,4.2,5.1,8.2,13.7,13.1,11.0,12.4,9.2,6.2,2.7,7355
Oakhurst,46484,California,1.7,4.6,5.7,4.6,6.5,5.8,8.6,10.0,15.8,14.8,9.6,11.4,5.6,2482
Inglewood,46449,California,8.1,7.2,6.7,7.2,6.9,7.4,16.1,13.7,13.2,10.8,6.2,2.8,1.0,111133
Banning,46434,California,6.6,5.1,5.1,5.1,6.2,6.7,11.8,8.5,11.5,10.7,12.4,11.7,4.0,30281
Guadalupe,46420,California,12.6,9.6,7.5,9.6,8.2,6.4,15.1,13.6,10.3,8.4,3.5,3.7,1.0,7160
Lucerne Valley,46383,California,3.7,5.2,5.4,5.2,8.7,4.4,10.2,11.6,20.7,19.3,7.5,2.8,0.6,5767
Loyalton,46375,California,4.2,4.7,6.0,4.7,4.5,4.1,6.4,14.0,11.9,18.5,17.4,6.1,2.3,874
French Camp,46350,California,3.5,3.7,3.6,3.7,11.7,16.2,18.2,13.0,17.5,6.8,1.4,2.2,2.1,4155
Kelly Ridge,46338,California,6.1,1.4,2.4,1.4,3.2,6.9,11.3,7.1,9.8,12.8,14.5,20.5,4.1,2594
Exeter,46295,California,7.3,8.0,12.0,8.0,8.8,7.4,15.1,9.9,11.6,8.6,5.7,4.0,1.8,10468
Hayfork,46108,California,6.3,2.8,2.4,2.8,2.5,6.9,13.6,11.5,15.1,17.5,15.0,4.7,1.8,2372
Highgrove,46071,California,7.1,9.0,6.1,9.0,7.3,12.5,17.0,12.5,13.9,6.4,5.9,1.6,0.8,4067
Searles Valley,46023,California,3.6,8.6,9.7,8.6,3.7,7.3,7.6,11.3,14.7,17.7,8.6,6.0,1.2,1597
Kelseyville,46000,California,4.0,8.2,6.7,8.2,7.1,6.1,10.0,13.5,16.6,16.4,8.2,3.0,0.3,3516
Richfield,46000,California,1.1,5.0,10.8,5.0,13.7,1.4,2.9,15.5,22.7,1.4,13.3,7.9,4.3,278
Reedley,45891,California,9.1,8.9,7.3,8.9,8.8,7.8,14.9,11.3,10.8,10.3,5.1,4.1,1.5,24858
Compton,45877,California,8.8,8.6,8.7,8.6,9.6,9.0,14.6,13.0,11.9,8.1,4.5,2.3,0.9,97663
Orland,45858,California,8.6,8.0,10.3,8.0,10.6,7.2,12.7,9.7,11.9,10.4,5.1,3.1,2.5,7451
Clearlake Riviera,45842,California,4.0,6.0,4.6,6.0,5.5,8.8,12.6,18.5,13.1,12.4,6.9,6.9,0.7,2912
Thousand Palms,45830,California,6.6,6.4,4.2,6.4,6.0,3.5,15.2,10.5,12.0,13.9,8.7,9.9,3.2,7956
Foothill Farms,45764,California,9.4,8.2,6.2,8.2,5.6,8.5,16.8,13.6,12.3,10.3,5.6,2.6,0.9,33024
Arcata,45728,California,3.9,2.5,4.4,2.5,15.1,23.7,14.3,8.9,7.9,10.8,4.3,2.9,1.3,17679
North Richmond,45703,California,11.5,7.3,9.6,7.3,7.5,6.6,17.3,11.4,15.6,6.7,2.8,3.3,0.5,3926
East Tulare Villa,45625,California,7.6,11.3,9.5,11.3,8.6,7.3,12.9,9.3,9.9,15.8,2.7,4.9,0.3,951
New Cuyama,45625,California,8.8,5.9,15.6,5.9,8.1,3.6,14.0,12.2,6.6,14.7,7.3,2.0,1.2,591
Anderson,45599,California,8.2,6.3,7.6,6.3,7.3,7.6,15.4,12.9,12.5,9.7,5.7,4.1,2.8,10066
Fresno,45554,California,8.9,8.3,7.7,8.3,8.0,8.8,15.8,12.0,11.4,9.5,5.4,2.8,1.4,506132
Atwater,45281,California,9.1,8.3,9.4,8.3,8.8,7.4,14.3,13.0,10.4,8.9,6.0,3.6,0.9,28686
Marysville,45274,California,8.4,6.9,7.1,6.9,5.5,10.1,14.3,9.4,16.6,9.9,4.7,3.9,3.3,12144
Lakeland Village,45028,California,5.7,6.7,9.0,6.7,9.7,6.7,12.0,15.5,16.1,9.9,5.1,2.5,1.1,11343
South Gate,44947,California,7.6,7.8,7.6,7.8,8.5,8.9,16.0,13.7,12.5,9.3,4.9,2.4,0.8,95515
Rosemead,44868,California,4.7,5.4,6.2,5.4,6.8,6.6,12.6,14.5,16.1,13.0,7.8,4.5,2.0,54457
Morongo Valley,44787,California,6.1,4.0,4.3,4.0,11.2,2.9,5.9,11.2,17.8,17.8,10.4,5.2,3.2,3605
Florin,44694,California,8.6,7.5,7.6,7.5,7.7,7.5,14.7,11.9,12.7,10.5,6.6,3.7,1.2,50791
Homeland,44667,California,6.7,4.0,6.7,4.0,7.5,9.8,10.5,11.8,17.0,10.3,8.9,5.1,1.8,5921
Colton,44608,California,9.7,9.5,7.8,9.5,8.8,10.3,15.1,11.8,11.9,8.3,4.1,1.8,1.0,53129
Mead Valley,44475,California,8.9,8.1,8.0,8.1,10.2,7.9,12.9,11.9,14.3,11.0,3.8,1.9,1.0,19851
Cottonwood,44450,California,9.7,5.6,6.9,5.6,7.7,6.3,15.0,13.0,17.6,6.9,7.6,1.9,1.8,4178
Olivehurst,44394,California,8.1,8.3,9.9,8.3,7.4,9.7,14.5,14.4,9.9,8.9,4.7,3.2,0.9,13928
Riverdale,44356,California,10.6,12.5,7.8,12.5,6.4,11.5,17.6,9.9,6.7,9.5,4.3,1.9,1.4,3881
Selma,44226,California,7.5,8.2,8.5,8.2,8.7,7.7,15.2,13.4,9.8,9.5,6.8,3.5,1.3,23808
Paramount,43997,California,7.7,8.2,9.3,8.2,10.5,8.3,13.9,15.9,11.9,8.1,4.4,1.2,0.7,54813
Desert Edge,43950,California,4.0,3.2,2.5,3.2,3.3,4.3,6.0,5.5,3.2,20.1,20.1,21.2,6.6,4244
Merced,43809,California,9.1,8.2,8.7,8.2,8.5,9.8,15.4,11.8,10.4,9.0,5.2,2.6,1.4,80490
Borrego Springs,43750,California,9.2,2.1,2.5,2.1,5.1,0.6,14.7,9.2,10.1,17.3,14.7,8.4,6.2,2359
Lewiston,43750,California,2.6,3.7,7.4,3.7,4.3,8.8,7.2,7.6,20.7,18.9,13.5,3.7,1.6,1480
Wofford Heights,43750,California,8.8,7.4,0.7,7.4,5.1,3.9,6.6,0.7,10.4,20.6,23.5,9.0,3.4,2043
Porterville,43657,California,9.7,9.7,8.7,9.7,8.0,7.1,14.9,11.8,10.9,8.4,5.7,3.6,1.5,54949
Maricopa,43646,California,4.8,8.5,7.4,8.5,10.9,12.4,4.4,11.7,16.2,13.2,6.9,2.3,1.3,1158
Madera,43600,California,9.8,10.3,8.6,10.3,8.6,8.5,15.3,13.5,10.4,7.2,4.5,2.4,1.1,62559
Crescent City,43554,California,4.4,3.2,2.6,3.2,4.0,9.7,23.8,15.5,19.4,9.5,3.8,3.4,0.8,7295
Magalia,43457,California,3.8,4.8,6.6,4.8,5.0,6.9,9.6,10.5,12.6,15.1,12.4,9.4,3.2,11467
Gonzales,43370,California,9.4,12.7,10.0,12.7,9.1,5.9,19.0,11.0,11.1,7.2,2.9,1.2,0.5,8336
Burney,43346,California,2.8,8.1,5.6,8.1,6.8,6.7,6.9,11.0,14.6,15.3,15.3,6.4,0.5,3172
Santa Nella,43281,California,2.6,6.6,7.9,6.6,13.1,1.1,11.6,21.1,7.5,21.3,4.8,1.8,0.6,1164
North Highlands,43243,California,7.5,7.7,8.8,7.7,6.7,8.3,14.9,11.4,12.3,11.4,5.7,4.2,1.2,44899
Los Molinos,42990,California,5.3,7.7,2.7,7.7,5.4,7.7,11.2,11.8,16.8,10.9,9.9,8.6,2.1,2184
Bay Point,42983,California,7.5,9.4,8.3,9.4,10.1,7.7,15.0,15.1,11.5,8.3,4.7,2.1,0.4,21586
Cazadero,42969,California,3.5,5.8,3.5,5.8,8.7,6.1,7.4,11.5,13.8,24.7,6.4,5.8,2.9,312
Twentynine Palms,42914,California,12.5,6.0,4.1,6.0,7.2,23.5,18.9,7.6,7.0,7.1,3.8,1.8,0.6,25601
Seeley,42708,California,9.3,10.1,7.4,10.1,2.8,8.7,11.6,10.3,12.8,11.0,2.7,8.2,5.2,1214
San Miguel CDP,42692,California,10.1,11.6,7.6,11.6,6.0,6.9,19.6,15.2,9.8,9.3,3.4,0.3,0.3,2638
Knights Landing,42596,California,7.2,8.5,9.4,8.5,4.1,13.7,15.6,7.9,15.2,10.3,4.2,3.2,0.7,1161
Oroville,42551,California,7.7,8.0,6.0,8.0,6.7,11.2,13.0,10.8,11.4,12.0,7.6,3.3,2.4,16015
National City,42531,California,6.5,6.9,6.3,6.9,8.3,11.0,14.8,13.7,11.6,9.8,5.7,3.6,1.8,59543
Lake Los Angeles,42426,California,5.6,8.2,7.4,8.2,12.0,5.8,11.3,13.7,14.9,9.3,8.1,3.2,0.7,11948
Biggs,42273,California,7.9,9.7,8.4,9.7,6.0,10.3,18.4,7.8,11.8,10.4,5.1,3.2,1.3,2010
Needles,42031,California,6.4,6.4,9.0,6.4,8.2,4.1,12.3,10.8,15.4,8.5,12.6,4.5,1.9,4923
Canby,41932,California,4.5,8.4,5.6,8.4,9.1,1.7,13.6,20.8,10.5,12.3,8.7,3.2,1.7,693
Marin City,41917,California,8.0,7.3,10.7,7.3,4.2,2.8,15.0,11.5,15.2,13.1,8.3,3.5,0.5,2958
Hemet,41824,California,6.4,7.8,6.3,7.8,6.8,6.2,12.0,10.1,11.1,10.7,10.9,7.4,4.3,81203
Walnut Park,41809,California,6.7,7.1,7.7,7.1,9.3,7.9,15.1,14.7,12.0,9.1,6.1,2.8,1.5,16039
Armona,41711,California,5.8,12.7,11.2,12.7,9.7,6.4,14.3,14.5,11.0,6.2,4.3,3.9,0.3,3531
Shafter,41663,California,10.1,10.2,9.3,10.2,8.9,8.7,14.5,14.7,10.5,6.6,4.0,2.0,0.6,17261
East Los Angeles,41577,California,7.5,8.5,7.4,8.5,8.7,9.2,15.4,14.7,11.1,8.1,5.0,3.2,1.2,127610
West Athens,41473,California,6.6,6.7,5.0,6.7,10.8,9.5,12.5,13.1,14.1,11.4,7.4,2.2,0.8,8615
Mariposa,41422,California,4.4,7.6,8.3,7.6,3.3,4.1,11.4,5.6,23.5,6.4,9.0,9.1,7.6,1524
Lynwood,41332,California,8.3,8.6,8.3,8.6,10.2,8.6,15.3,15.0,11.7,7.5,3.5,2.2,0.7,70789
Franklin,41273,California,9.4,8.4,9.8,8.4,10.8,5.7,14.6,12.4,11.1,9.8,5.6,2.3,0.2,6840
Winton,41203,California,8.9,10.4,10.5,10.4,10.3,9.6,13.3,10.8,14.8,6.3,3.1,1.7,0.4,11774
King City,41087,California,10.1,9.2,10.8,9.2,9.5,8.2,17.8,12.9,9.0,5.4,3.7,1.1,2.4,13171
Rio Dell,40733,California,7.4,4.7,5.4,4.7,3.3,5.0,17.0,14.1,14.9,12.2,9.3,4.8,2.0,3373
El Monte,40727,California,6.9,6.7,6.7,6.7,7.7,7.5,14.9,14.6,13.1,10.5,6.3,3.7,1.4,115243
Keyes,40714,California,7.8,12.3,10.4,12.3,8.4,6.7,10.7,14.5,14.2,6.5,5.3,2.6,0.7,6364
Grass Valley,40591,California,6.8,4.6,4.1,4.6,4.9,5.1,12.7,10.5,9.7,16.4,9.9,7.2,8.0,12861
Mojave,40484,California,9.5,9.9,5.5,9.9,6.8,10.0,13.1,10.7,13.9,10.5,7.2,2.1,0.8,4172
Midpines,40469,California,5.1,0.6,5.1,0.6,4.6,0.6,9.6,10.5,34.5,15.5,9.6,2.5,1.9,689
Wasco,40437,California,8.2,7.3,7.5,7.3,7.7,10.8,19.6,14.4,11.3,7.3,3.2,1.7,1.0,25865
San Bernardino,40305,California,8.4,8.5,8.7,8.5,9.2,8.9,15.0,11.8,12.1,9.2,4.9,2.5,0.9,213044
Calexico,40218,California,7.6,8.8,8.1,8.8,9.5,7.8,10.9,13.0,10.7,11.4,6.5,3.8,2.0,39281
Coachella,40018,California,9.6,10.4,11.7,10.4,9.8,6.4,17.5,13.8,10.4,5.9,2.7,1.4,0.5,42576
Malaga,39800,California,1.2,9.4,12.4,9.4,17.1,4.2,9.5,17.4,9.2,10.4,5.5,2.5,1.3,935
Garnet,39785,California,8.8,9.1,8.4,9.1,9.8,4.5,12.0,15.3,13.2,10.3,5.9,2.3,0.4,6380
Littlerock,39676,California,6.4,6.3,12.7,6.3,18.3,7.2,6.8,19.6,9.1,7.8,4.0,1.1,0.8,2040
Boonville,39632,California,2.5,9.9,6.3,9.9,8.4,10.1,14.7,8.0,12.2,9.6,6.9,8.0,3.5,1090
Kennedy,39550,California,11.4,11.7,6.2,11.7,5.2,6.0,18.9,7.3,11.0,11.6,5.8,3.5,1.5,3487
Garden Acres,39460,California,8.1,8.0,9.1,8.0,6.7,9.7,15.6,12.1,14.0,9.2,4.2,2.4,0.8,11172
Lone Pine,39167,California,7.2,7.2,8.8,7.2,9.4,3.7,14.1,10.2,10.6,11.9,8.3,5.9,2.7,2017
Good Hope,39135,California,8.0,7.5,7.2,7.5,8.2,11.2,17.9,10.2,10.4,11.1,3.9,3.2,1.3,8911
Isla Vista,38810,California,1.0,0.7,0.7,0.7,31.5,54.2,5.6,2.6,1.0,1.0,0.8,0.5,0.4,24792
Dunsmuir,38571,California,3.9,2.5,4.5,2.5,4.3,4.3,9.9,10.7,10.4,27.2,15.2,4.8,2.4,1482
Le Grand,38571,California,6.1,6.0,9.7,6.0,11.7,8.5,9.6,15.2,13.1,8.9,6.5,4.3,0.4,1823
Ford City,38448,California,11.7,4.6,6.4,4.6,6.8,11.6,16.6,13.8,9.9,8.2,7.4,2.1,1.0,4154
Mountain View CDP,38400,California,5.2,7.6,4.0,7.6,1.0,3.0,14.4,18.5,19.2,14.4,9.3,2.8,0.7,2299
Hawaiian Gardens,38246,California,9.1,8.5,7.4,8.5,7.3,8.3,15.3,15.3,10.4,8.6,6.0,2.8,1.1,14432
Chowchilla,38180,California,4.6,5.4,6.1,5.4,5.3,7.4,18.5,17.6,15.1,10.3,5.8,2.6,1.2,18411
Klamath,38173,California,6.8,8.4,5.0,8.4,5.7,3.7,11.9,10.0,15.9,15.0,9.7,4.3,3.7,955
West Park,38167,California,7.2,5.7,3.0,5.7,7.6,3.4,17.4,11.0,16.9,13.5,5.3,5.8,3.2,792
Red Bluff,37926,California,8.9,9.0,6.6,9.0,6.8,7.5,11.0,12.7,14.1,8.8,7.1,5.3,2.1,14069
Linda,37872,California,9.2,9.3,7.9,9.3,10.0,8.2,14.8,13.1,11.4,8.5,4.6,2.4,0.6,18634
Willowbrook,37750,California,10.5,9.9,10.1,9.9,8.7,8.7,15.3,12.7,10.8,8.1,3.5,1.1,0.7,20897
Woodlake,37711,California,10.9,11.0,6.3,11.0,8.5,9.9,12.1,10.8,11.8,10.7,4.6,3.0,0.4,7452
Weed,37639,California,5.2,6.9,7.8,6.9,12.7,7.9,13.1,10.0,14.2,8.4,7.5,4.8,1.5,2937
Fairmead,37550,California,8.8,5.4,6.6,5.4,9.9,17.9,13.2,11.9,14.5,8.6,2.6,0.6,0.2,1983
Dinuba,37478,California,12.4,8.7,8.0,8.7,7.9,8.5,16.6,11.6,10.8,7.8,3.7,2.6,1.4,22828
Maywood,37342,California,9.4,10.0,8.6,10.0,8.7,9.6,15.2,15.2,9.8,7.8,3.3,2.0,0.4,27703
Valley Home,37321,California,5.8,1.0,1.0,1.0,14.7,12.7,7.9,9.6,14.4,17.5,3.8,10.6,1.0,292
Lake Isabella,37232,California,4.6,2.2,5.2,2.2,1.9,7.0,11.8,13.4,5.3,16.5,17.9,11.4,2.7,3093
Garberville,37127,California,3.8,12.4,2.7,12.4,7.5,5.0,15.5,12.4,11.7,10.0,11.2,5.0,2.8,1061
Muscoy,37012,California,10.3,9.1,11.2,9.1,10.7,8.6,16.8,8.9,10.9,8.1,3.3,1.7,0.4,11674
Meadowbrook,36964,California,3.2,6.0,10.7,6.0,10.1,9.7,11.2,12.8,11.7,12.9,5.7,4.4,1.6,3447
Bell Gardens,36739,California,9.4,9.1,8.9,9.1,9.2,8.3,16.0,15.2,10.9,7.6,3.6,1.3,0.6,42712
Indio Hills,36705,California,5.5,10.9,10.4,10.9,9.2,2.6,5.5,16.9,28.0,5.9,2.8,1.8,0.4,910
Delano,36684,California,7.8,8.7,7.5,8.7,8.7,9.1,17.7,14.8,12.1,7.2,3.4,2.1,0.9,52883
Hornbrook,36406,California,6.9,8.4,10.9,8.4,3.6,8.4,6.9,12.7,20.4,10.6,0.7,8.4,2.2,275
Bell,36390,California,8.6,7.5,8.5,7.5,9.4,8.3,14.4,14.7,12.4,8.7,3.9,2.5,1.0,35896
Portola,36375,California,4.9,5.2,4.2,5.2,9.7,5.4,10.9,13.6,16.0,13.5,9.4,3.6,3.6,2710
Nice,36325,California,4.8,4.3,0.5,4.3,5.3,6.2,11.7,4.9,9.6,31.8,10.3,6.3,4.4,2156
Cudahy,36289,California,9.0,9.1,10.0,9.1,9.8,9.6,15.3,14.7,10.8,6.9,3.0,1.6,0.1,24073
Grenada,36250,California,5.9,5.7,5.0,5.7,3.1,3.6,17.3,3.8,10.5,20.0,8.1,8.8,8.3,421
Lennox,36126,California,7.7,7.6,10.0,7.6,8.8,8.8,15.9,13.1,13.3,9.2,3.7,0.8,1.0,22039
Desert Shores,36111,California,9.3,11.1,8.7,11.1,8.0,7.5,16.0,6.5,9.1,7.0,10.3,5.2,1.4,1039
Heber,36097,California,11.8,7.9,7.5,7.9,7.2,8.8,9.1,11.9,15.3,8.3,6.9,4.2,1.2,4256
Planada,36056,California,9.8,5.3,8.5,5.3,11.5,10.6,10.0,13.8,16.0,6.7,1.6,5.4,0.9,4465
Bayview CDP,35987,California,5.4,8.5,5.7,8.5,3.9,7.8,13.0,17.2,12.4,14.5,6.0,3.5,2.2,2408
Thermalito,35958,California,5.8,7.6,5.3,7.6,7.9,8.4,12.7,7.1,14.9,13.9,10.9,4.1,1.4,6911
Oildale,35843,California,8.7,8.9,6.7,8.9,7.6,6.0,15.5,14.4,11.9,10.2,5.9,3.2,1.0,33879
Lucerne,35571,California,9.8,6.7,5.9,6.7,12.0,3.6,11.5,6.5,12.7,14.5,8.5,5.3,3.0,3318
Adelanto,35537,California,12.1,10.3,9.9,10.3,8.7,9.6,16.1,12.3,10.0,6.0,3.2,1.6,0.4,31773
Corning,35390,California,10.0,10.4,9.4,10.4,7.9,7.9,17.0,10.3,9.4,5.9,6.9,4.3,0.6,7617
Huntington Park,35367,California,9.4,8.0,7.7,8.0,7.9,9.4,15.8,13.9,11.6,9.1,3.9,2.6,0.7,58787
Salton City,35320,California,8.0,10.3,8.4,10.3,3.4,8.4,18.6,11.1,12.3,10.4,5.8,2.4,1.0,3867
Tulelake,35227,California,8.8,6.7,6.0,6.7,9.4,9.2,12.0,11.5,11.8,13.5,6.6,3.7,0.9,1029
Corcoran,35048,California,5.4,5.3,4.5,5.3,5.6,7.8,19.0,20.4,18.1,8.4,3.4,1.5,0.6,23634
